"","cancertype","variable",".y.","group1","group2","p","p.adj","p.format","p.signif","method","ESig3","ESig4","direction","mean_diff","logP_direction","significant"
"1","BLCA","SBS1","value","ESig4","ESig3",0.781077478494208,0.83,"0.78108","ns","Wilcoxon",15.85,16.4776119402985,"""sig4""^""HI""",-0.627611940298509,0.0809219076239261,0
"2","BLCA","SBS2","value","ESig4","ESig3",0.0419390802527143,0.093,"0.04194","*","Wilcoxon",97.0333333333333,72.955223880597,"""sig3""^""HI""",24.0781094527363,-1.03151705144606,0
"3","BLCA","SBS3","value","ESig4","ESig3",0.161831780538165,0.25,"0.16183","ns","Wilcoxon",18.6333333333333,5.2089552238806,"""sig3""^""HI""",13.4243781094527,-0.602059991327962,0
"4","BLCA","SBS13","value","ESig4","ESig3",0.00637556007776768,0.023,"0.00638","**","Wilcoxon",113.883333333333,63.0298507462687,"""sig3""^""HI""",50.8534825870647,-1.63827216398241,1
"5","BLCA","SBS15","value","ESig4","ESig3",0.297897597992341,0.42,"0.29790","ns","Wilcoxon",0.133333333333333,0,"""sig3""^""HI""",0.133333333333333,-0.3767507096021,0
"6","BLCA","Leukocyte Fraction","value","ESig4","ESig3",5.32629517508391e-06,0.00023,"5.3e-06","****","Wilcoxon",0.323420664642276,0.190645967833923,"""sig3""^""HI""",0.132774696808353,-3.63827216398241,1
"7","BLCA","Stromal Fraction","value","ESig4","ESig3",2.18524061296856e-07,2.9e-05,"2.2e-07","****","Wilcoxon",0.5495,0.346268656716418,"""sig3""^""HI""",0.203231343283582,-4.53760200210104,1
"8","BLCA","Intratumor Heterogeneity","value","ESig4","ESig3",8.08871649761692e-07,5.3e-05,"8.1e-07","****","Wilcoxon",0.289833333333333,0.141791044776119,"""sig3""^""HI""",0.148042288557214,-4.27572413039921,1
"9","BLCA","TIL Regional Fraction","value","ESig4","ESig3",0.00670356072154778,0.023,"0.00670","**","Wilcoxon",9.62067749861941,4.98568302383058,"""sig3""^""HI""",4.63499447478883,-1.63827216398241,1
"10","BLCA","Proliferation","value","ESig4","ESig3",0.435853711903069,0.58,"0.43585","ns","Wilcoxon",0.449688333333333,0.336803174603175,"""sig3""^""HI""",0.112885158730159,-0.236572006437063,0
"11","BLCA","Wound Healing","value","ESig4","ESig3",0.477135256930613,0.6,"0.47714","ns","Wilcoxon",0.183208333333333,0.160349206349206,"""sig3""^""HI""",0.022859126984127,-0.221848749616356,0
"12","BLCA","Macrophage Regulation","value","ESig4","ESig3",0.000305980642852327,0.0072,"0.00031","***","Wilcoxon",-0.0750983333333333,-0.646095238095238,"""sig3""^""HI""",0.570996904761905,-2.14266750356873,1
"13","BLCA","Lymphocyte Infiltration Signature Score","value","ESig4","ESig3",0.00119187962041109,0.0078,"0.00119","**","Wilcoxon",0.135436666666667,-0.590387301587302,"""sig3""^""HI""",0.725823968253968,-2.10790539730952,1
"14","BLCA","IFN-gamma Response","value","ESig4","ESig3",0.0359673434677207,0.081,"0.03597","*","Wilcoxon",0.434226666666667,0.0498238095238095,"""sig3""^""HI""",0.384402857142857,-1.09151498112135,0
"15","BLCA","TGF-beta Response","value","ESig4","ESig3",0.0574379301859414,0.12,"0.05744","ns","Wilcoxon",0.190018333333333,0.0305,"""sig3""^""HI""",0.159518333333333,-0.920818753952375,0
"16","BLCA","SNV Neoantigens","value","ESig4","ESig3",0.0512206567562445,0.11,"0.05122","ns","Wilcoxon",111.733333333333,82.4,"""sig3""^""HI""",29.3333333333333,-0.958607314841775,0
"17","BLCA","Indel Neoantigens","value","ESig4","ESig3",0.927066863225466,0.94,"0.92707","ns","Wilcoxon",43.4237288135593,55.6610169491525,"""sig4""^""HI""",-12.2372881355932,0.0268721464003014,0
"18","BLCA","Silent Mutation Rate","value","ESig4","ESig3",0.123546099739654,0.21,"0.12355","ns","Wilcoxon",2.26982137057797,1.82603196803433,"""sig3""^""HI""",0.443789402543638,-0.677780705266081,0
"19","BLCA","Nonsilent Mutation Rate","value","ESig4","ESig3",0.0303218853311971,0.07,"0.03032","*","Wilcoxon",6.85219615383729,4.93863937434179,"""sig3""^""HI""",1.9135567794955,-1.15490195998574,0
"20","BLCA","Number of Segments","value","ESig4","ESig3",0.762773020182478,0.81,"0.76277","ns","Wilcoxon",171.366666666667,182.417910447761,"""sig4""^""HI""",-11.0512437810945,0.0915149811213502,0
"21","BLCA","Fraction Altered","value","ESig4","ESig3",0.449788591487235,0.58,"0.44979","ns","Wilcoxon",0.44058969961123,0.480727309115788,"""sig4""^""HI""",-0.0401376095045579,0.236572006437063,0
"22","BLCA","Aneuploidy Score","value","ESig4","ESig3",0.735044531435849,0.8,"0.73504","ns","Wilcoxon",11.7833333333333,11.2238805970149,"""sig3""^""HI""",0.559452736318407,-0.0969100130080564,0
"23","BLCA","Homologous Recombination Defects","value","ESig4","ESig3",0.0618974111395559,0.12,"0.06190","ns","Wilcoxon",28.8333333333333,23.5373134328358,"""sig3""^""HI""",5.29601990049751,-0.920818753952375,0
"24","BLCA","BCR Evenness","value","ESig4","ESig3",0.973830608478508,0.97,"0.97383","ns","Wilcoxon",0.849043613118318,0.829144396381505,"""sig3""^""HI""",0.0198992167368137,-0.0132282657337552,0
"25","BLCA","BCR Shannon","value","ESig4","ESig3",0.0973599858945737,0.17,"0.09736","ns","Wilcoxon",2.06525247553742,1.59997536535842,"""sig3""^""HI""",0.465277110179002,-0.769551078621726,0
"26","BLCA","BCR Richness","value","ESig4","ESig3",0.206225736277492,0.31,"0.20623","ns","Wilcoxon",35.6744186046512,18.9736842105263,"""sig3""^""HI""",16.7007343941249,-0.508638306165727,0
"27","BLCA","TCR Shannon","value","ESig4","ESig3",0.0626497976081765,0.12,"0.06265","ns","Wilcoxon",2.1457663951815,1.71671196362315,"""sig3""^""HI""",0.429054431558348,-0.920818753952375,0
"28","BLCA","TCR Richness","value","ESig4","ESig3",0.00258320158967673,0.013,"0.00258","**","Wilcoxon",15.5833333333333,7.19047619047619,"""sig3""^""HI""",8.39285714285714,-1.88605664769316,1
"29","BLCA","TCR Evenness","value","ESig4","ESig3",0.761062737179468,0.81,"0.76106","ns","Wilcoxon",0.959758123959031,0.969927613709076,"""sig4""^""HI""",-0.0101694897500453,0.0915149811213502,0
"30","BLCA","CTA Score","value","ESig4","ESig3",0.393840930137185,0.53,"0.39384","ns","Wilcoxon",3.30889652193458,3.09453480544662,"""sig3""^""HI""",0.214361716487965,-0.275724130399211,0
"31","BLCA","B Cells Memory","value","ESig4","ESig3",0.102200390134706,0.18,"0.10220","ns","Wilcoxon",0.0362141005594283,0.0459034947228662,"""sig4""^""HI""",-0.00968939416343791,0.744727494896694,0
"32","BLCA","B Cells Naive","value","ESig4","ESig3",0.24050449619791,0.35,"0.24050","ns","Wilcoxon",0.0226413097415822,0.0259782508186984,"""sig4""^""HI""",-0.0033369410771162,0.455931955649724,0
"33","BLCA","Dendritic Cells Activated","value","ESig4","ESig3",0.236339552945621,0.35,"0.23634","ns","Wilcoxon",0.0394075598921331,0.0473839445159499,"""sig4""^""HI""",-0.00797638462381682,0.455931955649724,0
"34","BLCA","Dendritic Cells Resting","value","ESig4","ESig3",0.704086156927596,0.79,"0.70409","ns","Wilcoxon",0.020995707785155,0.014136951861992,"""sig3""^""HI""",0.00685875592316295,-0.102372908709559,0
"35","BLCA","Macrophages M0","value","ESig4","ESig3",0.70003499295161,0.79,"0.70003","ns","Wilcoxon",0.0743431383719033,0.0595322019772799,"""sig3""^""HI""",0.0148109363946234,-0.102372908709559,0
"36","BLCA","Macrophages M1","value","ESig4","ESig3",0.0300619287962097,0.07,"0.03006","*","Wilcoxon",0.0609595323662568,0.0433663616356888,"""sig3""^""HI""",0.017593170730568,-1.15490195998574,0
"37","BLCA","Macrophages M2","value","ESig4","ESig3",0.957629813717862,0.96,"0.95763","ns","Wilcoxon",0.21506935100809,0.221634608705038,"""sig4""^""HI""",-0.00656525769694777,0.0177287669604316,0
"38","BLCA","Mast Cells Activated","value","ESig4","ESig3",0.127776422426281,0.21,"0.12778","ns","Wilcoxon",0.0299117223330909,0.0246302380901865,"""sig3""^""HI""",0.00528148424290438,-0.677780705266081,0
"39","BLCA","Mast Cells Resting","value","ESig4","ESig3",0.296619496724172,0.42,"0.29662","ns","Wilcoxon",0.0367628274082849,0.0509912045048149,"""sig4""^""HI""",-0.01422837709653,0.3767507096021,0
"40","BLCA","Monocytes","value","ESig4","ESig3",0.841381940431028,0.87,"0.84138","ns","Wilcoxon",0.0225275092135625,0.0236276961017046,"""sig4""^""HI""",-0.00110018688814211,0.0604807473813815,0
"41","BLCA","NK Cells Activated","value","ESig4","ESig3",0.555768176883151,0.66,"0.55577","ns","Wilcoxon",0.0298277855345286,0.0301060109724644,"""sig4""^""HI""",-0.00027822543793584,0.180456064458131,0
"42","BLCA","NK Cells Resting","value","ESig4","ESig3",0.475744495398423,0.6,"0.47574","ns","Wilcoxon",0.0188491084721852,0.0217671059762771,"""sig4""^""HI""",-0.00291799750409188,0.221848749616356,0
"43","BLCA","Plasma Cells","value","ESig4","ESig3",0.123165734494974,0.21,"0.12317","ns","Wilcoxon",0.0419835944708263,0.058282362662117,"""sig4""^""HI""",-0.0162987681912907,0.677780705266081,0
"44","BLCA","T Cells CD4 Memory Activated","value","ESig4","ESig3",0.34027269749607,0.46,"0.34027","ns","Wilcoxon",0.0140217946150644,0.0109617792446284,"""sig3""^""HI""",0.00306001537043602,-0.337242168318426,0
"45","BLCA","T Cells CD4 Memory Resting","value","ESig4","ESig3",0.332904993113167,0.45,"0.33290","ns","Wilcoxon",0.0491330748438103,0.0375957599054718,"""sig3""^""HI""",0.0115373149383385,-0.346787486224656,0
"46","BLCA","T Cells CD4 Naive","value","ESig4","ESig3",0.0878335065358072,0.16,"0.08783","ns","Wilcoxon",0.0298720731165676,0.0390095560887128,"""sig4""^""HI""",-0.00913748297214521,0.795880017344075,0
"47","BLCA","T Cells CD8","value","ESig4","ESig3",0.885338639443866,0.91,"0.88534","ns","Wilcoxon",0.135228339298527,0.127195482779925,"""sig3""^""HI""",0.0080328565186023,-0.0409586076789064,0
"48","BLCA","T Cells Follicular Helper","value","ESig4","ESig3",0.54704072419183,0.66,"0.54704","ns","Wilcoxon",0.083323438669357,0.0899512526752809,"""sig4""^""HI""",-0.00662781400592381,0.180456064458131,0
"49","BLCA","T Cells gamma delta","value","ESig4","ESig3",0.451848371463479,0.58,"0.45185","ns","Wilcoxon",0.000661906162193023,0.000759317589108064,"""sig4""^""HI""",-9.74114269150415e-05,0.236572006437063,0
"50","BLCA","T Cells Regulatory Tregs","value","ESig4","ESig3",0.0130820416381207,0.039,"0.01308","*","Wilcoxon",0.0291236387537214,0.0215057553114124,"""sig3""^""HI""",0.00761788344230906,-1.4089353929735,1
"51","BLCA","Lymphocytes","value","ESig4","ESig3",0.639760576017254,0.74,"0.63976","ns","Wilcoxon",0.490880164237792,0.509016128746962,"""sig4""^""HI""",-0.0181359645091707,0.130768280269024,0
"52","BLCA","Neutrophils...60","value","ESig4","ESig3",0.11884338235304,0.2,"0.11884","ns","Wilcoxon",0.00862276625537724,0.00452300465938834,"""sig3""^""HI""",0.0040997615959889,-0.698970004336019,0
"53","BLCA","Eosinophils...61","value","ESig4","ESig3",0.074284294368828,0.14,"0.07428","ns","Wilcoxon",0.000519721128354581,0.00115765920099468,"""sig4""^""HI""",-0.000637938072640104,0.853871964321762,0
"54","BLCA","Mast Cells","value","ESig4","ESig3",0.831706924909674,0.86,"0.83171","ns","Wilcoxon",0.0666745497413758,0.0756214425950014,"""sig4""^""HI""",-0.0089468928536256,0.0655015487564323,0
"55","BLCA","Dendritic Cells","value","ESig4","ESig3",0.449295620977702,0.58,"0.44930","ns","Wilcoxon",0.0604032676772881,0.061520896377942,"""sig4""^""HI""",-0.00111762870065387,0.236572006437063,0
"56","BLCA","Macrophages","value","ESig4","ESig3",0.330048679866438,0.45,"0.33005","ns","Wilcoxon",0.372899530959813,0.348160868419711,"""sig3""^""HI""",0.0247386625401014,-0.346787486224656,0
"57","BLCA","ADORA2A","value","ESig4","ESig3",0.000988677316317627,0.0078,"0.00099","***","Wilcoxon",6.40383333333333,5.81446153846154,"""sig3""^""HI""",0.589371794871795,-2.10790539730952,1
"58","BLCA","ARG1","value","ESig4","ESig3",0.719531960294299,0.79,"0.71953","ns","Wilcoxon",0.690833333333333,0.868769230769231,"""sig4""^""HI""",-0.177935897435897,0.102372908709559,0
"59","BLCA","BTLA","value","ESig4","ESig3",0.0287402216415506,0.07,"0.02874","*","Wilcoxon",2.99033333333333,2.32876923076923,"""sig3""^""HI""",0.661564102564103,-1.15490195998574,0
"60","BLCA","BTN3A1","value","ESig4","ESig3",0.0180454902374758,0.05,"0.01805","*","Wilcoxon",9.5315,9.16738461538461,"""sig3""^""HI""",0.364115384615385,-1.30102999566398,0
"61","BLCA","BTN3A2","value","ESig4","ESig3",0.159001233711411,0.25,"0.15900","ns","Wilcoxon",9.96983333333333,9.76769230769231,"""sig3""^""HI""",0.202141025641026,-0.602059991327962,0
"62","BLCA","C10orf54","value","ESig4","ESig3",0.0527187196218459,0.11,"0.05272","ns","Wilcoxon",10.1893333333333,9.86692307692308,"""sig3""^""HI""",0.322410256410256,-0.958607314841775,0
"63","BLCA","CCL5","value","ESig4","ESig3",0.000686377277498708,0.0072,"0.00069","***","Wilcoxon",9.51983333333333,8.138,"""sig3""^""HI""",1.38183333333333,-2.14266750356873,1
"64","BLCA","CD274","value","ESig4","ESig3",0.0256691415361288,0.065,"0.02567","*","Wilcoxon",5.1345,4.20076923076923,"""sig3""^""HI""",0.933730769230769,-1.18708664335714,0
"65","BLCA","CD276","value","ESig4","ESig3",0.162691173746633,0.25,"0.16269","ns","Wilcoxon",11.3898333333333,11.2210769230769,"""sig3""^""HI""",0.16875641025641,-0.602059991327962,0
"66","BLCA","CD27","value","ESig4","ESig3",0.00354961099938943,0.015,"0.00355","**","Wilcoxon",6.27083333333333,5.32584615384615,"""sig3""^""HI""",0.944987179487179,-1.82390874094432,1
"67","BLCA","CD28","value","ESig4","ESig3",0.00363454125544681,0.015,"0.00363","**","Wilcoxon",4.90333333333333,3.91784615384615,"""sig3""^""HI""",0.985487179487179,-1.82390874094432,1
"68","BLCA","CD40","value","ESig4","ESig3",0.824016015448626,0.86,"0.82402","ns","Wilcoxon",8.878,8.76461538461538,"""sig3""^""HI""",0.113384615384616,-0.0655015487564323,0
"69","BLCA","CD40LG","value","ESig4","ESig3",0.010291158510598,0.032,"0.01029","*","Wilcoxon",2.76233333333333,1.92815384615385,"""sig3""^""HI""",0.834179487179487,-1.49485002168009,1
"70","BLCA","CD70","value","ESig4","ESig3",0.0257958235886015,0.065,"0.02580","*","Wilcoxon",3.70633333333333,2.94015384615385,"""sig3""^""HI""",0.766179487179487,-1.18708664335714,0
"71","BLCA","CD80","value","ESig4","ESig3",0.00477424228433274,0.018,"0.00477","**","Wilcoxon",4.04166666666667,3.03276923076923,"""sig3""^""HI""",1.00889743589744,-1.74472749489669,1
"72","BLCA","CTLA4","value","ESig4","ESig3",0.00651960606831792,0.023,"0.00652","**","Wilcoxon",5.4165,4.40676923076923,"""sig3""^""HI""",1.00973076923077,-1.63827216398241,1
"73","BLCA","CX3CL1","value","ESig4","ESig3",0.0891359012113511,0.16,"0.08914","ns","Wilcoxon",9.2645,8.65523076923077,"""sig3""^""HI""",0.609269230769231,-0.795880017344075,0
"74","BLCA","CXCL10","value","ESig4","ESig3",0.00125121669225309,0.0078,"0.00125","**","Wilcoxon",8.8935,7.16753846153846,"""sig3""^""HI""",1.72596153846154,-2.10790539730952,1
"75","BLCA","CXCL9","value","ESig4","ESig3",0.00119819572433077,0.0078,"0.00120","**","Wilcoxon",8.8925,7.03923076923077,"""sig3""^""HI""",1.85326923076923,-2.10790539730952,1
"76","BLCA","EDNRB","value","ESig4","ESig3",0.561466909224155,0.66,"0.56147","ns","Wilcoxon",7.10483333333333,6.95307692307692,"""sig3""^""HI""",0.151756410256411,-0.180456064458131,0
"77","BLCA","ENTPD1","value","ESig4","ESig3",0.00819532012412739,0.027,"0.00820","**","Wilcoxon",10.0471666666667,9.64369230769231,"""sig3""^""HI""",0.403474358974361,-1.56863623584101,1
"78","BLCA","GZMA","value","ESig4","ESig3",0.0163194399045903,0.048,"0.01632","*","Wilcoxon",6.36133333333333,5.35738461538461,"""sig3""^""HI""",1.00394871794872,-1.31875876262441,1
"79","BLCA","HAVCR2","value","ESig4","ESig3",0.00178912166617301,0.01,"0.00179","**","Wilcoxon",7.64383333333333,6.58523076923077,"""sig3""^""HI""",1.05860256410256,-2,1
"80","BLCA","HLA.A","value","ESig4","ESig3",0.0732248289488552,0.14,"0.07322","ns","Wilcoxon",14.7645,14.3455384615385,"""sig3""^""HI""",0.418961538461538,-0.853871964321762,0
"81","BLCA","HLA.B","value","ESig4","ESig3",0.00894378497582432,0.029,"0.00894","**","Wilcoxon",15.2743333333333,14.6213846153846,"""sig3""^""HI""",0.652948717948718,-1.53760200210104,1
"82","BLCA","HLA.C","value","ESig4","ESig3",0.00192882153410709,0.011,"0.00193","**","Wilcoxon",14.8701666666667,14.2381538461538,"""sig3""^""HI""",0.63201282051282,-1.95860731484178,1
"83","BLCA","HLA.DPA1","value","ESig4","ESig3",0.00255332260679964,0.013,"0.00255","**","Wilcoxon",11.636,10.6493846153846,"""sig3""^""HI""",0.986615384615384,-1.88605664769316,1
"84","BLCA","HLA.DPB1","value","ESig4","ESig3",0.000792461930357011,0.0074,"0.00079","***","Wilcoxon",11.2745,10.2635384615385,"""sig3""^""HI""",1.01096153846154,-2.13076828026902,1
"85","BLCA","HLA.DQA1","value","ESig4","ESig3",0.00302640808667864,0.014,"0.00303","**","Wilcoxon",9.85433333333333,8.60184615384615,"""sig3""^""HI""",1.25248717948718,-1.85387196432176,1
"86","BLCA","HLA.DQA2","value","ESig4","ESig3",0.0548726902153727,0.12,"0.05487","ns","Wilcoxon",7.343,6.43969230769231,"""sig3""^""HI""",0.903307692307692,-0.920818753952375,0
"87","BLCA","HLA.DQB1","value","ESig4","ESig3",0.0182903522916411,0.05,"0.01829","*","Wilcoxon",10.38,9.51569230769231,"""sig3""^""HI""",0.864307692307692,-1.30102999566398,0
"88","BLCA","HLA.DQB2","value","ESig4","ESig3",0.078114993437362,0.14,"0.07811","ns","Wilcoxon",6.28783333333333,5.44923076923077,"""sig3""^""HI""",0.838602564102565,-0.853871964321762,0
"89","BLCA","HLA.DRA","value","ESig4","ESig3",0.00113736419234464,0.0078,"0.00114","**","Wilcoxon",13.1105,11.9395384615385,"""sig3""^""HI""",1.17096153846154,-2.10790539730952,1
"90","BLCA","HLA.DRB1","value","ESig4","ESig3",0.00025526975413234,0.0072,"0.00026","***","Wilcoxon",12.0776666666667,10.7181538461538,"""sig3""^""HI""",1.35951282051282,-2.14266750356873,1
"91","BLCA","HLA.DRB5","value","ESig4","ESig3",0.000843291228043679,0.0074,"0.00084","***","Wilcoxon",10.1686666666667,8.83615384615385,"""sig3""^""HI""",1.33251282051282,-2.13076828026902,1
"92","BLCA","HMGB1","value","ESig4","ESig3",0.699880181690825,0.79,"0.69988","ns","Wilcoxon",12.6603333333333,12.6478461538462,"""sig3""^""HI""",0.0124871794871808,-0.102372908709559,0
"93","BLCA","ICAM1","value","ESig4","ESig3",0.000615649805403839,0.0072,"0.00062","***","Wilcoxon",10.786,9.68615384615385,"""sig3""^""HI""",1.09984615384615,-2.14266750356873,1
"94","BLCA","ICOS","value","ESig4","ESig3",0.010621407340501,0.032,"0.01062","*","Wilcoxon",4.59983333333333,3.69846153846154,"""sig3""^""HI""",0.901371794871795,-1.49485002168009,1
"95","BLCA","ICOSLG","value","ESig4","ESig3",0.00055170952905318,0.0072,"0.00055","***","Wilcoxon",8.03733333333333,7.32907692307692,"""sig3""^""HI""",0.70825641025641,-2.14266750356873,1
"96","BLCA","IDO1","value","ESig4","ESig3",0.023314350316292,0.061,"0.02331","*","Wilcoxon",7.75,6.49584615384615,"""sig3""^""HI""",1.25415384615385,-1.21467016498923,0
"97","BLCA","IFNA1","value","ESig4","ESig3",0.735119658883219,0.8,"0.73512","ns","Wilcoxon",0.389166666666667,0.395846153846154,"""sig4""^""HI""",-0.00667948717948719,0.0969100130080564,0
"98","BLCA","IFNA2","value","ESig4","ESig3",0.281125736216025,0.4,"0.28113","ns","Wilcoxon",0.0543333333333333,0.00938461538461538,"""sig3""^""HI""",0.044948717948718,-0.397940008672038,0
"99","BLCA","IFNG","value","ESig4","ESig3",0.00293379452240564,0.014,"0.00293","**","Wilcoxon",2.92133333333333,1.748,"""sig3""^""HI""",1.17333333333333,-1.85387196432176,1
"100","BLCA","IL10","value","ESig4","ESig3",0.0278587739248139,0.069,"0.02786","*","Wilcoxon",3.7505,3.04538461538462,"""sig3""^""HI""",0.705115384615385,-1.16115090926274,0
"101","BLCA","IL12A","value","ESig4","ESig3",0.0716543818650632,0.14,"0.07165","ns","Wilcoxon",2.937,2.36276923076923,"""sig3""^""HI""",0.574230769230769,-0.853871964321762,0
"102","BLCA","IL13","value","ESig4","ESig3",0.0187686779625585,0.05,"0.01877","*","Wilcoxon",0.912,0.457846153846154,"""sig3""^""HI""",0.454153846153846,-1.30102999566398,0
"103","BLCA","IL1A","value","ESig4","ESig3",0.173376518972874,0.27,"0.17338","ns","Wilcoxon",7.7775,7.05138461538462,"""sig3""^""HI""",0.726115384615384,-0.568636235841013,0
"104","BLCA","IL1B","value","ESig4","ESig3",0.00108895892086979,0.0078,"0.00109","**","Wilcoxon",7.94316666666667,6.72707692307692,"""sig3""^""HI""",1.21608974358974,-2.10790539730952,1
"105","BLCA","IL2","value","ESig4","ESig3",0.523526801766679,0.64,"0.52353","ns","Wilcoxon",0.2495,0.243230769230769,"""sig3""^""HI""",0.00626923076923078,-0.193820026016113,0
"106","BLCA","IL2RA","value","ESig4","ESig3",0.00415415352549263,0.016,"0.00415","**","Wilcoxon",5.752,4.55538461538462,"""sig3""^""HI""",1.19661538461538,-1.79588001734408,1
"107","BLCA","IL4","value","ESig4","ESig3",0.512885866963099,0.63,"0.51289","ns","Wilcoxon",0.0903333333333333,0.0715384615384615,"""sig3""^""HI""",0.0187948717948718,-0.200659450546418,0
"108","BLCA","ITGB2","value","ESig4","ESig3",0.000717952709345048,0.0072,"0.00072","***","Wilcoxon",9.84683333333333,8.65630769230769,"""sig3""^""HI""",1.19052564102564,-2.14266750356873,1
"109","BLCA","KIR2DL1","value","ESig4","ESig3",0.140132424465938,0.23,"0.14013","ns","Wilcoxon",0.7295,0.358461538461538,"""sig3""^""HI""",0.371038461538462,-0.638272163982407,0
"110","BLCA","KIR2DL3","value","ESig4","ESig3",0.0744254880922475,0.14,"0.07443","ns","Wilcoxon",1.20583333333333,0.544461538461538,"""sig3""^""HI""",0.661371794871795,-0.853871964321762,0
"111","BLCA","LAG3","value","ESig4","ESig3",0.00247130337752859,0.013,"0.00247","**","Wilcoxon",6.67666666666667,5.54738461538462,"""sig3""^""HI""",1.12928205128205,-1.88605664769316,1
"112","BLCA","MICA","value","ESig4","ESig3",0.720129770586736,0.79,"0.72013","ns","Wilcoxon",8.27616666666667,8.08015384615385,"""sig3""^""HI""",0.19601282051282,-0.102372908709559,0
"113","BLCA","MICB","value","ESig4","ESig3",0.174937219485601,0.27,"0.17494","ns","Wilcoxon",7.23166666666667,6.66707692307692,"""sig3""^""HI""",0.564589743589743,-0.568636235841013,0
"114","BLCA","PDCD1","value","ESig4","ESig3",0.00661795993901684,0.023,"0.00662","**","Wilcoxon",4.94066666666667,3.84738461538462,"""sig3""^""HI""",1.09328205128205,-1.63827216398241,1
"115","BLCA","PDCD1LG2","value","ESig4","ESig3",0.00148531455865826,0.0088,"0.00149","**","Wilcoxon",5.821,4.56169230769231,"""sig3""^""HI""",1.25930769230769,-2.05551732784983,1
"116","BLCA","PRF1","value","ESig4","ESig3",0.00421969994345786,0.016,"0.00422","**","Wilcoxon",7.21283333333333,6.11861538461539,"""sig3""^""HI""",1.09421794871795,-1.79588001734408,1
"117","BLCA","SELP","value","ESig4","ESig3",0.235614817154271,0.35,"0.23561","ns","Wilcoxon",5.74416666666667,5.35738461538461,"""sig3""^""HI""",0.386782051282052,-0.455931955649724,0
"118","BLCA","SLAMF7","value","ESig4","ESig3",0.00366346877938998,0.015,"0.00366","**","Wilcoxon",7.7965,6.79830769230769,"""sig3""^""HI""",0.998192307692308,-1.82390874094432,1
"119","BLCA","TGFB1","value","ESig4","ESig3",0.663653198179265,0.76,"0.66365","ns","Wilcoxon",10.8491666666667,10.9330769230769,"""sig4""^""HI""",-0.0839102564102561,0.119186407719209,0
"120","BLCA","TIGIT","value","ESig4","ESig3",0.000717993458643183,0.0072,"0.00072","***","Wilcoxon",5.83683333333333,4.53584615384615,"""sig3""^""HI""",1.30098717948718,-2.14266750356873,1
"121","BLCA","TLR4","value","ESig4","ESig3",0.0570964076655532,0.12,"0.05710","ns","Wilcoxon",7.91183333333333,7.47861538461538,"""sig3""^""HI""",0.433217948717949,-0.920818753952375,0
"122","BLCA","TNF","value","ESig4","ESig3",0.000333570265071621,0.0072,"0.00033","***","Wilcoxon",4.2635,3.16753846153846,"""sig3""^""HI""",1.09596153846154,-2.14266750356873,1
"123","BLCA","TNFRSF14","value","ESig4","ESig3",0.569805878169143,0.67,"0.56981","ns","Wilcoxon",10.2526666666667,10.2992307692308,"""sig4""^""HI""",-0.046564102564103,0.173925197299174,0
"124","BLCA","TNFRSF18","value","ESig4","ESig3",0.496830072442956,0.62,"0.49683","ns","Wilcoxon",6.082,5.85753846153846,"""sig3""^""HI""",0.224461538461538,-0.207608310501746,0
"125","BLCA","TNFRSF4","value","ESig4","ESig3",0.000391527574142522,0.0072,"0.00039","***","Wilcoxon",6.20433333333333,5.30461538461538,"""sig3""^""HI""",0.899717948717949,-2.14266750356873,1
"126","BLCA","TNFRSF9","value","ESig4","ESig3",0.000492469307669656,0.0072,"0.00049","***","Wilcoxon",3.55683333333333,2.41138461538462,"""sig3""^""HI""",1.14544871794872,-2.14266750356873,1
"127","BLCA","TNFSF4","value","ESig4","ESig3",0.146255861458526,0.24,"0.14626","ns","Wilcoxon",5.753,5.40307692307692,"""sig3""^""HI""",0.349923076923077,-0.619788758288394,0
"128","BLCA","TNFSF9","value","ESig4","ESig3",0.33029522343701,0.45,"0.33030","ns","Wilcoxon",5.1385,4.82030769230769,"""sig3""^""HI""",0.318192307692307,-0.346787486224656,0
"129","BLCA","VEGFA","value","ESig4","ESig3",0.503103402711204,0.62,"0.50310","ns","Wilcoxon",11.7031666666667,11.874,"""sig4""^""HI""",-0.170833333333334,0.207608310501746,0
"130","BLCA","VEGFB","value","ESig4","ESig3",0.0302321590778341,0.07,"0.03023","*","Wilcoxon",10.4631666666667,10.1909230769231,"""sig3""^""HI""",0.272243589743589,-1.15490195998574,0
"131","BLCA","VTCN1","value","ESig4","ESig3",0.0186606297949408,0.05,"0.01866","*","Wilcoxon",7.21833333333333,6.00384615384615,"""sig3""^""HI""",1.21448717948718,-1.30102999566398,0
"132","BRCA","SBS1","value","ESig4","ESig3",0.00612537477044589,0.012,"0.00613","**","Wilcoxon",13.1209302325581,8.93953488372093,"""sig3""^""HI""",4.18139534883721,-1.92081875395238,1
"133","BRCA","SBS2","value","ESig4","ESig3",0.0103863347034381,0.019,"0.01039","*","Wilcoxon",41.953488372093,10.9581395348837,"""sig3""^""HI""",30.9953488372093,-1.72124639904717,1
"134","BRCA","SBS3","value","ESig4","ESig3",0.761511127027671,0.82,"0.76151","ns","Wilcoxon",14.4511627906977,10.7767441860465,"""sig3""^""HI""",3.67441860465116,-0.0861861476162833,0
