"","cancertype","variable",".y.","group1","group2","p","p.adj","p.format","p.signif","method","ESig3","ESig4","direction","mean_diff","logP_direction","significant"
"454","GBM","BTLA","value","ESig4","ESig3",0.0971524673747258,0.27,"0.09715","ns","Wilcoxon",2.21210526315789,1.79934782608696,"""sig3""^""HI""",0.412757437070938,-0.568636235841013,0
"455","GBM","BTN3A1","value","ESig4","ESig3",0.0648345653123941,0.21,"0.06483","ns","Wilcoxon",9.24842105263158,9.54760869565217,"""sig4""^""HI""",-0.299187643020595,0.677780705266081,0
"456","GBM","BTN3A2","value","ESig4","ESig3",0.0648521330612421,0.21,"0.06485","ns","Wilcoxon",9.85789473684211,10.2304347826087,"""sig4""^""HI""",-0.37254004576659,0.677780705266081,0
"457","GBM","C10orf54","value","ESig4","ESig3",0.000148452056146259,0.0048,"0.00015","***","Wilcoxon",10.9815789473684,10.1867391304348,"""sig3""^""HI""",0.794839816933639,-2.31875876262441,1
"458","GBM","CCL5","value","ESig4","ESig3",0.516285747549414,0.67,"0.51629","ns","Wilcoxon",6.9,6.66065217391304,"""sig3""^""HI""",0.239347826086957,-0.173925197299174,0
"459","GBM","CD274","value","ESig4","ESig3",0.573750041992963,0.73,"0.57375","ns","Wilcoxon",5.24421052631579,4.9654347826087,"""sig3""^""HI""",0.278775743707095,-0.136677139879544,0
"460","GBM","CD276","value","ESig4","ESig3",1,1,"1.00000","ns","Wilcoxon",11.5347368421053,11.5280434782609,"""sig3""^""HI""",0.00669336384439312,0,0
"461","GBM","CD27","value","ESig4","ESig3",0.0760437794652103,0.23,"0.07604","ns","Wilcoxon",4.19631578947368,3.61913043478261,"""sig3""^""HI""",0.577185354691075,-0.638272163982407,0
"462","GBM","CD28","value","ESig4","ESig3",0.035218288832423,0.17,"0.03522","*","Wilcoxon",4.17894736842105,3.56173913043478,"""sig3""^""HI""",0.61720823798627,-0.769551078621726,0
"463","GBM","CD40","value","ESig4","ESig3",0.0523731933385995,0.21,"0.05237","ns","Wilcoxon",7.79736842105263,7.29695652173913,"""sig3""^""HI""",0.500411899313501,-0.677780705266081,0
"464","GBM","CD40LG","value","ESig4","ESig3",0.479435696244915,0.64,"0.47944","ns","Wilcoxon",1.81368421052632,1.6654347826087,"""sig3""^""HI""",0.14824942791762,-0.193820026016113,0
"465","GBM","CD70","value","ESig4","ESig3",0.175153472489814,0.37,"0.17515","ns","Wilcoxon",3.95947368421053,3.24347826086957,"""sig3""^""HI""",0.715995423340961,-0.431798275933005,0
"466","GBM","CD80","value","ESig4","ESig3",0.936766346985291,0.97,"0.93677","ns","Wilcoxon",2.96368421052632,3.08760869565217,"""sig4""^""HI""",-0.123924485125858,0.0132282657337552,0
"467","GBM","CTLA4","value","ESig4","ESig3",0.0210049490549467,0.12,"0.02100","*","Wilcoxon",3.41894736842105,2.6454347826087,"""sig3""^""HI""",0.773512585812357,-0.920818753952375,0
"468","GBM","CX3CL1","value","ESig4","ESig3",0.440285618074445,0.61,"0.44029","ns","Wilcoxon",10.84,10.6339130434783,"""sig3""^""HI""",0.206086956521739,-0.214670164989233,0
"469","GBM","CXCL10","value","ESig4","ESig3",0.008127588738432,0.07,"0.00813","**","Wilcoxon",7.07315789473684,8.35413043478261,"""sig4""^""HI""",-1.28097254004577,1.15490195998574,0
"470","GBM","CXCL9","value","ESig4","ESig3",0.0723471939404448,0.23,"0.07235","ns","Wilcoxon",5.5078947368421,6.26347826086957,"""sig4""^""HI""",-0.75558352402746,0.638272163982407,0
"471","GBM","EDNRB","value","ESig4","ESig3",0.0136426873779508,0.1,"0.01364","*","Wilcoxon",11.2994736842105,11.964347826087,"""sig4""^""HI""",-0.664874141876432,1,0
"472","GBM","ENTPD1","value","ESig4","ESig3",0.0913901431952973,0.26,"0.09139","ns","Wilcoxon",10.4747368421053,10.295,"""sig3""^""HI""",0.179736842105264,-0.585026652029182,0
"473","GBM","GZMA","value","ESig4","ESig3",0.128092082048411,0.32,"0.12809","ns","Wilcoxon",4.73368421052632,4.24304347826087,"""sig3""^""HI""",0.490640732265446,-0.494850021680094,0
"474","GBM","HAVCR2","value","ESig4","ESig3",0.1491886712166,0.34,"0.14919","ns","Wilcoxon",10.1289473684211,9.72021739130435,"""sig3""^""HI""",0.408729977116705,-0.468521082957745,0
"475","GBM","HLA.A","value","ESig4","ESig3",0.0597959738871465,0.21,"0.05980","ns","Wilcoxon",14.0089473684211,14.435,"""sig4""^""HI""",-0.426052631578948,0.677780705266081,0
"476","GBM","HLA.B","value","ESig4","ESig3",0.23121540874221,0.45,"0.23122","ns","Wilcoxon",14.1342105263158,14.4469565217391,"""sig4""^""HI""",-0.312745995423342,0.346787486224656,0
"477","GBM","HLA.C","value","ESig4","ESig3",0.0218180111706079,0.12,"0.02182","*","Wilcoxon",13.4521052631579,14.0573913043478,"""sig4""^""HI""",-0.605286041189931,0.920818753952375,0
"478","GBM","HLA.DPA1","value","ESig4","ESig3",0.104645204593101,0.28,"0.10465","ns","Wilcoxon",12.7247368421053,12.2469565217391,"""sig3""^""HI""",0.477780320366133,-0.552841968657781,0
"479","GBM","HLA.DPB1","value","ESig4","ESig3",0.0294109818262038,0.15,"0.02941","*","Wilcoxon",11.6894736842105,11.1382608695652,"""sig3""^""HI""",0.551212814645309,-0.823908740944319,0
"480","GBM","HLA.DQA1","value","ESig4","ESig3",0.020611192726651,0.12,"0.02061","*","Wilcoxon",10.2463157894737,9.34239130434783,"""sig3""^""HI""",0.903924485125858,-0.920818753952375,0
"481","GBM","HLA.DQA2","value","ESig4","ESig3",0.289074206895664,0.48,"0.28907","ns","Wilcoxon",7.00315789473684,6.50695652173913,"""sig3""^""HI""",0.496201372997711,-0.318758762624413,0
"482","GBM","HLA.DQB1","value","ESig4","ESig3",0.061397590516725,0.21,"0.06140","ns","Wilcoxon",10.4278947368421,9.68239130434783,"""sig3""^""HI""",0.74550343249428,-0.677780705266081,0
"483","GBM","HLA.DQB2","value","ESig4","ESig3",0.279340351276688,0.48,"0.27934","ns","Wilcoxon",5.48421052631579,4.90869565217391,"""sig3""^""HI""",0.575514874141876,-0.318758762624413,0
"484","GBM","HLA.DRA","value","ESig4","ESig3",0.0384686487085483,0.17,"0.03847","*","Wilcoxon",14.1831578947368,13.5823913043478,"""sig3""^""HI""",0.600766590389016,-0.769551078621726,0
"485","GBM","HLA.DRB1","value","ESig4","ESig3",0.00669415039225851,0.066,"0.00669","**","Wilcoxon",12.1268421052632,11.4073913043478,"""sig3""^""HI""",0.719450800915332,-1.18045606445813,0
"486","GBM","HLA.DRB5","value","ESig4","ESig3",0.0131078705771839,0.1,"0.01311","*","Wilcoxon",10.6084210526316,9.51239130434783,"""sig3""^""HI""",1.09602974828375,-1,0
"487","GBM","HMGB1","value","ESig4","ESig3",0.00428481298712583,0.05,"0.00428","**","Wilcoxon",12.4773684210526,12.8567391304348,"""sig4""^""HI""",-0.379370709382151,1.30102999566398,0
"488","GBM","ICAM1","value","ESig4","ESig3",0.475238455260416,0.64,"0.47524","ns","Wilcoxon",9.74842105263158,9.70021739130435,"""sig3""^""HI""",0.0482036613272321,-0.193820026016113,0
"489","GBM","ICOS","value","ESig4","ESig3",0.228157754620312,0.45,"0.22816","ns","Wilcoxon",2.17368421052632,1.79086956521739,"""sig3""^""HI""",0.382814645308924,-0.346787486224656,0
"490","GBM","ICOSLG","value","ESig4","ESig3",0.231230703301478,0.45,"0.23123","ns","Wilcoxon",8.82210526315789,8.46217391304348,"""sig3""^""HI""",0.359931350114415,-0.346787486224656,0
"491","GBM","IDO1","value","ESig4","ESig3",0.0559728653987917,0.21,"0.05597","ns","Wilcoxon",2.92631578947368,3.9295652173913,"""sig4""^""HI""",-1.00324942791762,0.677780705266081,0
"492","GBM","IFNA1","value","ESig4","ESig3",0.676676711531535,0.82,"0.67668","ns","Wilcoxon",0.0973684210526316,0.0926086956521739,"""sig3""^""HI""",0.00475972540045767,-0.0861861476162833,0
"493","GBM","IFNA2","value","ESig4","ESig3",0.515163799958404,0.67,"0.51516","ns","Wilcoxon",0.0505263157894737,0.0106521739130435,"""sig3""^""HI""",0.0398741418764302,-0.173925197299174,0
"494","GBM","IFNG","value","ESig4","ESig3",0.170899658553371,0.37,"0.17090","ns","Wilcoxon",0.956315789473684,0.427608695652174,"""sig3""^""HI""",0.52870709382151,-0.431798275933005,0
"495","GBM","IL10","value","ESig4","ESig3",0.0198362865922074,0.12,"0.01984","*","Wilcoxon",4.65578947368421,3.77391304347826,"""sig3""^""HI""",0.88187643020595,-0.920818753952375,0
"496","GBM","IL12A","value","ESig4","ESig3",0.000302464055019426,0.0057,"0.00030","***","Wilcoxon",4.31736842105263,5.13978260869565,"""sig4""^""HI""",-0.82241418764302,2.24412514432751,1
"497","GBM","IL13","value","ESig4","ESig3",0.872080443575905,0.96,"0.87208","ns","Wilcoxon",0.867894736842105,0.877173913043478,"""sig4""^""HI""",-0.00927917620137297,0.0177287669604316,0
"498","GBM","IL1A","value","ESig4","ESig3",0.196725618873595,0.4,"0.19673","ns","Wilcoxon",4.88684210526316,4.41586956521739,"""sig3""^""HI""",0.470972540045767,-0.397940008672038,0
"499","GBM","IL1B","value","ESig4","ESig3",0.257514010049446,0.47,"0.25751","ns","Wilcoxon",7.69473684210526,7.26195652173913,"""sig3""^""HI""",0.432780320366132,-0.327902142064283,0
"500","GBM","IL2","value","ESig4","ESig3",0.372466859508614,0.55,"0.37247","ns","Wilcoxon",0,0.0302173913043478,"""sig4""^""HI""",-0.0302173913043478,0.259637310505756,0
"501","GBM","IL2RA","value","ESig4","ESig3",0.0457366431255192,0.2,"0.04574","*","Wilcoxon",5.22263157894737,3.98869565217391,"""sig3""^""HI""",1.23393592677346,-0.698970004336019,0
"502","GBM","IL4","value","ESig4","ESig3",0.165741161506818,0.37,"0.16574","ns","Wilcoxon",0.198421052631579,0.410434782608696,"""sig4""^""HI""",-0.212013729977117,0.431798275933005,0
"503","GBM","ITGB2","value","ESig4","ESig3",0.0176572960088663,0.12,"0.01766","*","Wilcoxon",11.7957894736842,11.1982608695652,"""sig3""^""HI""",0.597528604118994,-0.920818753952375,0
"504","GBM","KIR2DL1","value","ESig4","ESig3",0.413649525859902,0.58,"0.41365","ns","Wilcoxon",0.182631578947368,0.0865217391304348,"""sig3""^""HI""",0.0961098398169336,-0.236572006437063,0
"505","GBM","KIR2DL3","value","ESig4","ESig3",0.639137595193153,0.79,"0.63914","ns","Wilcoxon",0.241052631578947,0.12304347826087,"""sig3""^""HI""",0.118009153318078,-0.102372908709559,0
"506","GBM","LAG3","value","ESig4","ESig3",0.89100842532135,0.96,"0.89101","ns","Wilcoxon",4.42842105263158,4.60391304347826,"""sig4""^""HI""",-0.175491990846682,0.0177287669604316,0
"507","GBM","MICA","value","ESig4","ESig3",0.902413045881163,0.96,"0.90241","ns","Wilcoxon",7.28526315789474,7.27326086956522,"""sig3""^""HI""",0.0120022883295192,-0.0177287669604316,0
"508","GBM","MICB","value","ESig4","ESig3",0.817482218318559,0.93,"0.81748","ns","Wilcoxon",6.2578947368421,6.37282608695652,"""sig4""^""HI""",-0.114931350114417,0.0315170514460649,0
"509","GBM","PDCD1","value","ESig4","ESig3",0.0550581350016456,0.21,"0.05506","ns","Wilcoxon",3.49263157894737,2.96847826086957,"""sig3""^""HI""",0.524153318077803,-0.677780705266081,0
"510","GBM","PDCD1LG2","value","ESig4","ESig3",0.789579842424728,0.93,"0.78958","ns","Wilcoxon",6.67473684210526,6.78434782608696,"""sig4""^""HI""",-0.109610983981693,0.0315170514460649,0
"511","GBM","PRF1","value","ESig4","ESig3",0.28257920840604,0.48,"0.28258","ns","Wilcoxon",6.64894736842105,6.03760869565217,"""sig3""^""HI""",0.611338672768879,-0.318758762624413,0
"512","GBM","SELP","value","ESig4","ESig3",0.0556848662571901,0.21,"0.05568","ns","Wilcoxon",1.57368421052632,1.03282608695652,"""sig3""^""HI""",0.540858123569794,-0.677780705266081,0
"513","GBM","SLAMF7","value","ESig4","ESig3",0.390765537712792,0.55,"0.39077","ns","Wilcoxon",4.56105263157895,4.39891304347826,"""sig3""^""HI""",0.162139588100686,-0.259637310505756,0
"514","GBM","TGFB1","value","ESig4","ESig3",0.479666319367544,0.64,"0.47967","ns","Wilcoxon",10.6815789473684,10.5371739130435,"""sig3""^""HI""",0.144405034324942,-0.193820026016113,0
"515","GBM","TIGIT","value","ESig4","ESig3",0.0384644110885444,0.17,"0.03846","*","Wilcoxon",3.42368421052632,2.64630434782609,"""sig3""^""HI""",0.777379862700229,-0.769551078621726,0
"516","GBM","TLR4","value","ESig4","ESig3",0.000310802102834919,0.0057,"0.00031","***","Wilcoxon",9.97,9.23065217391304,"""sig3""^""HI""",0.739347826086957,-2.24412514432751,1
"517","GBM","TNF","value","ESig4","ESig3",0.0190830239411635,0.12,"0.01908","*","Wilcoxon",4.82421052631579,4.16,"""sig3""^""HI""",0.664210526315789,-0.920818753952375,0
"518","GBM","TNFRSF14","value","ESig4","ESig3",0.323124749941476,0.51,"0.32312","ns","Wilcoxon",9.38315789473684,9.19804347826087,"""sig3""^""HI""",0.185114416475972,-0.292429823902064,0
"519","GBM","TNFRSF18","value","ESig4","ESig3",0.163956123863632,0.37,"0.16396","ns","Wilcoxon",3.99526315789474,3.37108695652174,"""sig3""^""HI""",0.624176201372998,-0.431798275933005,0
"520","GBM","TNFRSF4","value","ESig4","ESig3",0.965483127497391,0.99,"0.96548","ns","Wilcoxon",4.68263157894737,4.72195652173913,"""sig4""^""HI""",-0.0393249427917626,0.00436480540245009,0
"521","GBM","TNFRSF9","value","ESig4","ESig3",0.706529327974602,0.84,"0.70653","ns","Wilcoxon",1.54052631578947,1.43391304347826,"""sig3""^""HI""",0.106613272311213,-0.0757207139381184,0
"522","GBM","TNFSF4","value","ESig4","ESig3",0.000885012481916158,0.013,"0.00089","***","Wilcoxon",6.82631578947368,5.6504347826087,"""sig3""^""HI""",1.17588100686499,-1.88605664769316,1
"523","GBM","TNFSF9","value","ESig4","ESig3",0.131722440111302,0.32,"0.13172","ns","Wilcoxon",4.24894736842105,3.67195652173913,"""sig3""^""HI""",0.576990846681923,-0.494850021680094,0
"524","GBM","VEGFA","value","ESig4","ESig3",0.0316200772048273,0.16,"0.03162","*","Wilcoxon",11.9389473684211,12.6589130434783,"""sig4""^""HI""",-0.719965675057209,0.795880017344075,0
"525","GBM","VEGFB","value","ESig4","ESig3",0.363464410425078,0.54,"0.36346","ns","Wilcoxon",10.9321052631579,11.0560869565217,"""sig4""^""HI""",-0.123981693363843,0.267606240177031,0
"526","GBM","VTCN1","value","ESig4","ESig3",0.133575947005155,0.32,"0.13358","ns","Wilcoxon",2.82736842105263,2.23804347826087,"""sig3""^""HI""",0.589324942791762,-0.494850021680094,0
"527","HNSC","SBS1","value","ESig4","ESig3",0.747614985465807,0.8,"0.74761","ns","Wilcoxon",18.9583333333333,24.3444444444444,"""sig4""^""HI""",-5.38611111111111,0.0969100130080564,0
"528","HNSC","SBS2","value","ESig4","ESig3",0.382423108947387,0.54,"0.38242","ns","Wilcoxon",22.5104166666667,26.1111111111111,"""sig4""^""HI""",-3.60069444444444,0.267606240177031,0
"529","HNSC","SBS4","value","ESig4","ESig3",0.0857204345750485,0.2,"0.08572","ns","Wilcoxon",3.41666666666667,15.6,"""sig4""^""HI""",-12.1833333333333,0.698970004336019,0
"530","HNSC","SBS13","value","ESig4","ESig3",0.321803421670475,0.49,"0.32180","ns","Wilcoxon",23.8645833333333,28.1333333333333,"""sig4""^""HI""",-4.26875,0.309803919971486,0
"531","HNSC","SBS15","value","ESig4","ESig3",0.536413483915222,0.68,"0.53641","ns","Wilcoxon",0.135416666666667,0.255555555555556,"""sig4""^""HI""",-0.120138888888889,0.167491087293764,0
"532","HNSC","SBS21","value","ESig4","ESig3",0.306763260080283,0.48,"0.30676","ns","Wilcoxon",0,15.7444444444444,"""sig4""^""HI""",-15.7444444444444,0.318758762624413,0
"533","HNSC","SBS44","value","ESig4","ESig3",0.306763260080283,0.48,"0.30676","ns","Wilcoxon",0,8.13333333333333,"""sig4""^""HI""",-8.13333333333333,0.318758762624413,0
"534","HNSC","Leukocyte Fraction","value","ESig4","ESig3",1.80239089385672e-12,1.2e-10,"1.8e-12","****","Wilcoxon",0.365775673361631,0.233132621296713,"""sig3""^""HI""",0.132643052064919,-9.92081875395237,1
"535","HNSC","Stromal Fraction","value","ESig4","ESig3",1.63152315179489e-13,2.2e-11,"1.6e-13","****","Wilcoxon",0.5978125,0.411123595505618,"""sig3""^""HI""",0.186688904494382,-10.6575773191778,1
"536","HNSC","Intratumor Heterogeneity","value","ESig4","ESig3",7.47734337344919e-05,0.0033,"7.5e-05","****","Wilcoxon",0.2215625,0.134269662921348,"""sig3""^""HI""",0.0872928370786517,-2.48148606012211,1
"537","HNSC","Proliferation","value","ESig4","ESig3",0.00306898000035292,0.019,"0.00307","**","Wilcoxon",0.533770967741935,0.693695348837209,"""sig4""^""HI""",-0.159924381095274,1.72124639904717,1
"538","HNSC","Wound Healing","value","ESig4","ESig3",0.111003586891753,0.24,"0.11100","ns","Wilcoxon",0.190435483870968,0.234854651162791,"""sig4""^""HI""",-0.044419167291823,0.619788758288394,0
"539","HNSC","Macrophage Regulation","value","ESig4","ESig3",0.000131311275164662,0.0043,"0.00013","***","Wilcoxon",0.171806451612903,-0.223489534883721,"""sig3""^""HI""",0.395295986496624,-2.36653154442041,1
"540","HNSC","Lymphocyte Infiltration Signature Score","value","ESig4","ESig3",0.00214771737733619,0.018,"0.00215","**","Wilcoxon",0.52759247311828,-0.00894883720930233,"""sig3""^""HI""",0.536541310327582,-1.74472749489669,1
"541","HNSC","IFN-gamma Response","value","ESig4","ESig3",0.0127175216560149,0.052,"0.01272","*","Wilcoxon",1.19182043010753,0.76401511627907,"""sig3""^""HI""",0.427805313828457,-1.2839966563652,0
"542","HNSC","TGF-beta Response","value","ESig4","ESig3",0.00412618110702513,0.025,"0.00413","**","Wilcoxon",0.506338709677419,0.32926511627907,"""sig3""^""HI""",0.17707359339835,-1.60205999132796,1
"543","HNSC","SNV Neoantigens","value","ESig4","ESig3",0.842135405123658,0.88,"0.84214","ns","Wilcoxon",53.6043956043956,80.9268292682927,"""sig4""^""HI""",-27.3224336638971,0.0555173278498314,0
"544","HNSC","Indel Neoantigens","value","ESig4","ESig3",0.134492492478902,0.28,"0.13449","ns","Wilcoxon",35.8470588235294,90.6025641025641,"""sig4""^""HI""",-54.7555052790347,0.552841968657781,0
"545","HNSC","Silent Mutation Rate","value","ESig4","ESig3",0.469332292860867,0.62,"0.46933","ns","Wilcoxon",1.05368003354479,1.55157291891778,"""sig4""^""HI""",-0.497892885372986,0.207608310501746,0
"546","HNSC","Nonsilent Mutation Rate","value","ESig4","ESig3",0.233137103370042,0.4,"0.23314","ns","Wilcoxon",2.94716167797708,4.47625832619556,"""sig4""^""HI""",-1.52909664821847,0.397940008672038,0
"547","HNSC","Number of Segments","value","ESig4","ESig3",0.0140195568369688,0.054,"0.01402","*","Wilcoxon",125.770833333333,152.438202247191,"""sig4""^""HI""",-26.6673689138577,1.26760624017703,0
"548","HNSC","Fraction Altered","value","ESig4","ESig3",0.00166089725734205,0.015,"0.00166","**","Wilcoxon",0.336392287236318,0.472525767562096,"""sig4""^""HI""",-0.136133480325778,1.82390874094432,1
"549","HNSC","Aneuploidy Score","value","ESig4","ESig3",0.205979065065387,0.37,"0.20598","ns","Wilcoxon",9.27083333333333,10.3370786516854,"""sig4""^""HI""",-1.06624531835206,0.431798275933005,0
"550","HNSC","Homologous Recombination Defects","value","ESig4","ESig3",0.177543517521973,0.33,"0.17754","ns","Wilcoxon",23.1875,26.0449438202247,"""sig4""^""HI""",-2.85744382022472,0.481486060122112,0
"551","HNSC","BCR Evenness","value","ESig4","ESig3",0.611781546691788,0.7,"0.61178","ns","Wilcoxon",0.853716019399181,0.839795847954235,"""sig3""^""HI""",0.0139201714449456,-0.154901959985743,0
"552","HNSC","BCR Shannon","value","ESig4","ESig3",0.422663217591724,0.59,"0.42266","ns","Wilcoxon",2.54786809562311,2.41065035709923,"""sig3""^""HI""",0.137217738523879,-0.229147988357856,0
"553","HNSC","BCR Richness","value","ESig4","ESig3",0.465225526233855,0.62,"0.46523","ns","Wilcoxon",55.6986301369863,48.8448275862069,"""sig3""^""HI""",6.85380255077941,-0.207608310501746,0
"554","HNSC","TCR Shannon","value","ESig4","ESig3",0.164512440352246,0.32,"0.16451","ns","Wilcoxon",2.51173662215759,2.22475344106651,"""sig3""^""HI""",0.286983181091078,-0.494850021680094,0
"555","HNSC","TCR Richness","value","ESig4","ESig3",0.0428654600960257,0.11,"0.04287","*","Wilcoxon",23.1428571428571,17.1058823529412,"""sig3""^""HI""",6.03697478991597,-0.958607314841775,0
"556","HNSC","TCR Evenness","value","ESig4","ESig3",0.601529801966762,0.7,"0.60153","ns","Wilcoxon",0.954117780294223,0.967929490059756,"""sig4""^""HI""",-0.0138117097655333,0.154901959985743,0
"557","HNSC","CTA Score","value","ESig4","ESig3",0.96430633208269,0.96,"0.96431","ns","Wilcoxon",3.33893307787535,3.3595042105549,"""sig4""^""HI""",-0.0205711326795477,0.0177287669604316,0
"558","HNSC","B Cells Memory","value","ESig4","ESig3",0.557305527954896,0.69,"0.55731","ns","Wilcoxon",0.0188583211911296,0.0115434981920366,"""sig3""^""HI""",0.00731482299909305,-0.161150909262745,0
"559","HNSC","B Cells Naive","value","ESig4","ESig3",0.591193607273646,0.7,"0.59119","ns","Wilcoxon",0.0276593582440353,0.0231303200609502,"""sig3""^""HI""",0.00452903818308512,-0.154901959985743,0
"560","HNSC","Dendritic Cells Activated","value","ESig4","ESig3",0.174394240185046,0.32,"0.17439","ns","Wilcoxon",0.0230422062090863,0.0356481483706358,"""sig4""^""HI""",-0.0126059421615495,0.494850021680094,0
"561","HNSC","Dendritic Cells Resting","value","ESig4","ESig3",0.291306738128168,0.47,"0.29131","ns","Wilcoxon",0.0263700368779723,0.0233314714627804,"""sig3""^""HI""",0.00303856541519199,-0.327902142064283,0
"562","HNSC","Macrophages M0","value","ESig4","ESig3",0.55093186029849,0.69,"0.55093","ns","Wilcoxon",0.132889013285176,0.153687368986001,"""sig4""^""HI""",-0.0207983557008251,0.161150909262745,0
"563","HNSC","Macrophages M1","value","ESig4","ESig3",0.0675202409182339,0.16,"0.06752","ns","Wilcoxon",0.0867439607396289,0.0741755228523067,"""sig3""^""HI""",0.0125684378873222,-0.795880017344075,0
"564","HNSC","Macrophages M2","value","ESig4","ESig3",0.255922644935063,0.43,"0.25592","ns","Wilcoxon",0.198094749838882,0.183787758394407,"""sig3""^""HI""",0.014306991444475,-0.366531544420413,0
"565","HNSC","Mast Cells Activated","value","ESig4","ESig3",0.164699527366882,0.32,"0.16470","ns","Wilcoxon",0.0399986381478816,0.0484696530837364,"""sig4""^""HI""",-0.00847101493585477,0.494850021680094,0
"566","HNSC","Mast Cells Resting","value","ESig4","ESig3",0.227398287640022,0.39,"0.22740","ns","Wilcoxon",0.0181473103711491,0.0142422596694788,"""sig3""^""HI""",0.00390505070167038,-0.408935392973501,0
"567","HNSC","Monocytes","value","ESig4","ESig3",0.662384606937883,0.73,"0.66238","ns","Wilcoxon",0.0130102707785738,0.0137755459170514,"""sig4""^""HI""",-0.00076527513847759,0.136677139879544,0
"568","HNSC","NK Cells Activated","value","ESig4","ESig3",0.00487728784184204,0.028,"0.00488","**","Wilcoxon",0.0133381194692057,0.0228012024492455,"""sig4""^""HI""",-0.00946308298003982,1.55284196865778,1
"569","HNSC","NK Cells Resting","value","ESig4","ESig3",0.905952131910031,0.93,"0.90595","ns","Wilcoxon",0.0280670087641859,0.0268238396657448,"""sig3""^""HI""",0.00124316909844115,-0.0315170514460649,0
"570","HNSC","Plasma Cells","value","ESig4","ESig3",0.49633927846966,0.65,"0.49634","ns","Wilcoxon",0.0485907757865316,0.0503160331414963,"""sig4""^""HI""",-0.00172525735496468,0.187086643357144,0
"571","HNSC","T Cells CD4 Memory Activated","value","ESig4","ESig3",0.634425039595509,0.72,"0.63443","ns","Wilcoxon",0.0133946273125597,0.0139921718221157,"""sig4""^""HI""",-0.000597544509556014,0.142667503568732,0
"572","HNSC","T Cells CD4 Memory Resting","value","ESig4","ESig3",0.338009535423001,0.5,"0.33801","ns","Wilcoxon",0.089590855561252,0.0760634579003077,"""sig3""^""HI""",0.0135273976609443,-0.301029995663981,0
"573","HNSC","T Cells CD4 Naive","value","ESig4","ESig3",0.00616176465619453,0.031,"0.00616","**","Wilcoxon",0.00176263139426153,0.00785568418848207,"""sig4""^""HI""",-0.00609305279422053,1.50863830616573,1
"574","HNSC","T Cells CD8","value","ESig4","ESig3",0.633805987005234,0.72,"0.63381","ns","Wilcoxon",0.113595092343329,0.112075756084855,"""sig3""^""HI""",0.00151933625847381,-0.142667503568732,0
"575","HNSC","T Cells Follicular Helper","value","ESig4","ESig3",0.717051662298742,0.78,"0.71705","ns","Wilcoxon",0.0664132083190956,0.0731951584426233,"""sig4""^""HI""",-0.0067819501235277,0.10790539730952,0
"576","HNSC","T Cells gamma delta","value","ESig4","ESig3",0.750430589279641,0.8,"0.75043","ns","Wilcoxon",0.00139325947639095,0.000119211771887411,"""sig3""^""HI""",0.00127404770450354,-0.0969100130080564,0
"577","HNSC","T Cells Regulatory Tregs","value","ESig4","ESig3",0.162196972656767,0.32,"0.16220","ns","Wilcoxon",0.0302472942733048,0.0248414461749804,"""sig3""^""HI""",0.00540584809832441,-0.494850021680094,0
"578","HNSC","Lymphocytes","value","ESig4","ESig3",0.551048561296699,0.69,"0.55105","ns","Wilcoxon",0.452910552135282,0.442757779894725,"""sig3""^""HI""",0.0101527722405567,-0.161150909262745,0
"579","HNSC","Neutrophils...60","value","ESig4","ESig3",0.915907131906873,0.94,"0.91591","ns","Wilcoxon",0.00815733349957405,0.00946271967319184,"""sig4""^""HI""",-0.00130538617361779,0.0268721464003014,0
"580","HNSC","Eosinophils...61","value","ESig4","ESig3",0.68950110828488,0.75,"0.68950","ns","Wilcoxon",0.000635928116794334,0.000661771695685653,"""sig4""^""HI""",-2.58435788913187e-05,0.1249387366083,0
"581","HNSC","Mast Cells","value","ESig4","ESig3",0.436522086809709,0.6,"0.43652","ns","Wilcoxon",0.0581459485190308,0.0627119127532152,"""sig4""^""HI""",-0.00456596423418441,0.221848749616356,0
"582","HNSC","Dendritic Cells","value","ESig4","ESig3",0.567542889399951,0.69,"0.56754","ns","Wilcoxon",0.0494122430870587,0.0589796198334162,"""sig4""^""HI""",-0.00956737674635753,0.161150909262745,0
"583","HNSC","Macrophages","value","ESig4","ESig3",0.932126283953875,0.95,"0.93213","ns","Wilcoxon",0.430737994642261,0.425426196149766,"""sig3""^""HI""",0.00531179849249452,-0.0222763947111523,0
"584","HNSC","ADORA2A","value","ESig4","ESig3",0.0710943656126917,0.17,"0.07109","ns","Wilcoxon",6.58408602150538,6.26103448275862,"""sig3""^""HI""",0.323051538746755,-0.769551078621726,0
"585","HNSC","ARG1","value","ESig4","ESig3",0.0993137559383841,0.22,"0.09931","ns","Wilcoxon",3.26612903225806,2.55494252873563,"""sig3""^""HI""",0.711186503522432,-0.657577319177794,0
"586","HNSC","BTLA","value","ESig4","ESig3",0.000549943527227952,0.0073,"0.00055","***","Wilcoxon",3.81322580645161,3.00045977011494,"""sig3""^""HI""",0.81276603633667,-2.13667713987954,1
"587","HNSC","BTN3A1","value","ESig4","ESig3",0.0131738868886332,0.053,"0.01317","*","Wilcoxon",9.43279569892473,8.98344827586207,"""sig3""^""HI""",0.449347423062664,-1.27572413039921,0
"588","HNSC","BTN3A2","value","ESig4","ESig3",0.0658810486232163,0.16,"0.06588","ns","Wilcoxon",10.2541935483871,9.93114942528736,"""sig3""^""HI""",0.32304412309974,-0.795880017344075,0
