"","group","Var1","Var2","r","adj.p","n","significant","label"
"299","LUSC","SBS3","Signature 2",0,1,0,NA,"LUSC 
 (n=0)"
"300","LUSC","SBS4","Signature 2",0.19,0.291357348724354,43,0,"LUSC 
 (n=43)"
"301","LUSC","SBS13","Signature 2",0.17,0.169839407196159,112,0,"LUSC 
 (n=112)"
"302","LUSC","SBS15","Signature 2",0,0.177174010627088,5,0,"LUSC 
 (n=5)"
"303","LUSC","SBS20","Signature 2",0,1,0,NA,"LUSC 
 (n=0)"
"304","LUSC","SBS44","Signature 2",0,1,0,NA,"LUSC 
 (n=0)"
"305","LUSC","SBS1","Signature 3",0.06,0.550628897185359,132,0,"LUSC 
 (n=132)"
"306","LUSC","SBS2","Signature 3",0.42,1.18412109322358e-06,142,1,"LUSC 
 (n=142)"
"307","LUSC","SBS3","Signature 3",0,1,1,NA,"LUSC 
 (n=1)"
"308","LUSC","SBS4","Signature 3",0.41,0.00550364979672663,57,1,"LUSC 
 (n=57)"
"309","LUSC","SBS13","Signature 3",0.5,1.62395228678589e-09,145,1,"LUSC 
 (n=145)"
"310","LUSC","SBS15","Signature 3",0,0.291357348724354,7,0,"LUSC 
 (n=7)"
"311","LUSC","SBS20","Signature 3",0,1,0,NA,"LUSC 
 (n=0)"
"312","LUSC","SBS44","Signature 3",0,1,0,NA,"LUSC 
 (n=0)"
"313","LUSC","SBS1","Signature 4",0.18,0.099959669119211,134,0,"LUSC 
 (n=134)"
"314","LUSC","SBS2","Signature 4",0.34,0.000135202674770246,145,1,"LUSC 
 (n=145)"
"315","LUSC","SBS3","Signature 4",0,1,1,NA,"LUSC 
 (n=1)"
"316","LUSC","SBS4","Signature 4",0.75,1.62737023537419e-10,59,1,"LUSC 
 (n=59)"
"317","LUSC","SBS13","Signature 4",0.37,1.74369121567584e-05,149,1,"LUSC 
 (n=149)"
"318","LUSC","SBS15","Signature 4",0,0.63518496123841,7,0,"LUSC 
 (n=7)"
"319","LUSC","SBS20","Signature 4",0,1,0,NA,"LUSC 
 (n=0)"
"320","LUSC","SBS44","Signature 4",0,1,0,NA,"LUSC 
 (n=0)"
"321","OV","SBS1","Signature 1",0.11,0.244860613553907,231,0,"OV 
 (n=231)"
"322","OV","SBS2","Signature 1",0,0.0286082152787234,28,1,"OV 
 (n=28)"
"323","OV","SBS3","Signature 1",0,0.280986057150762,27,0,"OV 
 (n=27)"
"324","OV","SBS4","Signature 1",0,0.698412698412698,4,0,"OV 
 (n=4)"
"325","OV","SBS13","Signature 1",0,0.612178792585042,29,0,"OV 
 (n=29)"
"326","OV","SBS15","Signature 1",0,1,2,NA,"OV 
 (n=2)"
"327","OV","SBS20","Signature 1",0,1,0,NA,"OV 
 (n=0)"
"328","OV","SBS44","Signature 1",0,1,0,NA,"OV 
 (n=0)"
"329","OV","SBS1","Signature 2",0.26,0.000496364776550226,215,1,"OV 
 (n=215)"
"330","OV","SBS2","Signature 2",0,0.00101702236714959,25,1,"OV 
 (n=25)"
"331","OV","SBS3","Signature 2",0,0.00339247849546234,23,1,"OV 
 (n=23)"
"332","OV","SBS4","Signature 2",0,0.698412698412698,3,0,"OV 
 (n=3)"
"333","OV","SBS13","Signature 2",0,0.311882680705911,26,0,"OV 
 (n=26)"
"334","OV","SBS15","Signature 2",0,1,1,NA,"OV 
 (n=1)"
"335","OV","SBS20","Signature 2",0,1,0,NA,"OV 
 (n=0)"
"336","OV","SBS44","Signature 2",0,1,0,NA,"OV 
 (n=0)"
"337","OV","SBS1","Signature 3",0.37,1.1703166808541e-07,223,1,"OV 
 (n=223)"
"338","OV","SBS2","Signature 3",0,0.244860613553907,27,0,"OV 
 (n=27)"
"339","OV","SBS3","Signature 3",0,0.000165146526023837,27,1,"OV 
 (n=27)"
"340","OV","SBS4","Signature 3",0,0,3,1,"OV 
 (n=3)"
"341","OV","SBS13","Signature 3",0,0.571994022590349,28,0,"OV 
 (n=28)"
"342","OV","SBS15","Signature 3",0,0.698412698412698,3,0,"OV 
 (n=3)"
"343","OV","SBS20","Signature 3",0,1,0,NA,"OV 
 (n=0)"
"344","OV","SBS44","Signature 3",0,1,0,NA,"OV 
 (n=0)"
"345","OV","SBS1","Signature 4",0.09,0.282040616198971,229,0,"OV 
 (n=229)"
"346","OV","SBS2","Signature 4",0,0.852367072994665,24,0,"OV 
 (n=24)"
"347","OV","SBS3","Signature 4",0,0.00860977959881777,26,1,"OV 
 (n=26)"
"348","OV","SBS4","Signature 4",0,0.698412698412698,4,0,"OV 
 (n=4)"
"349","OV","SBS13","Signature 4",0,0.698412698412698,25,0,"OV 
 (n=25)"
"350","OV","SBS15","Signature 4",0,0.698412698412698,3,0,"OV 
 (n=3)"
"351","OV","SBS20","Signature 4",0,1,0,NA,"OV 
 (n=0)"
"352","OV","SBS44","Signature 4",0,1,0,NA,"OV 
 (n=0)"
"353","PAAD","SBS1","Signature 1",0.03,0.853333333333333,101,0,"PAAD 
 (n=101)"
"354","PAAD","SBS2","Signature 1",0,0.416,6,0,"PAAD 
 (n=6)"
"355","PAAD","SBS3","Signature 1",0,1,1,NA,"PAAD 
 (n=1)"
"356","PAAD","SBS4","Signature 1",0,1,0,NA,"PAAD 
 (n=0)"
"357","PAAD","SBS13","Signature 1",0,0.672842100624921,5,0,"PAAD 
 (n=5)"
"358","PAAD","SBS15","Signature 1",0,0.416,6,0,"PAAD 
 (n=6)"
"359","PAAD","SBS20","Signature 1",0,1,0,NA,"PAAD 
 (n=0)"
"360","PAAD","SBS44","Signature 1",0,1,0,NA,"PAAD 
 (n=0)"
"361","PAAD","SBS1","Signature 2",0.29,0.0712484609241509,70,0,"PAAD 
 (n=70)"
"362","PAAD","SBS2","Signature 2",0,0.853333333333333,4,0,"PAAD 
 (n=4)"
"363","PAAD","SBS3","Signature 2",0,1,0,NA,"PAAD 
 (n=0)"
"364","PAAD","SBS4","Signature 2",0,1,0,NA,"PAAD 
 (n=0)"
"365","PAAD","SBS13","Signature 2",0,0,4,1,"PAAD 
 (n=4)"
"366","PAAD","SBS15","Signature 2",0,0,3,1,"PAAD 
 (n=3)"
"367","PAAD","SBS20","Signature 2",0,1,0,NA,"PAAD 
 (n=0)"
"368","PAAD","SBS44","Signature 2",0,1,0,NA,"PAAD 
 (n=0)"
"369","PAAD","SBS1","Signature 3",0.23,0.106619478185552,94,0,"PAAD 
 (n=94)"
"370","PAAD","SBS2","Signature 3",0,0.853333333333333,7,0,"PAAD 
 (n=7)"
"371","PAAD","SBS3","Signature 3",0,1,1,NA,"PAAD 
 (n=1)"
"372","PAAD","SBS4","Signature 3",0,1,0,NA,"PAAD 
 (n=0)"
"373","PAAD","SBS13","Signature 3",0,0.300000812671461,7,0,"PAAD 
 (n=7)"
"374","PAAD","SBS15","Signature 3",0,0.872888571569538,5,0,"PAAD 
 (n=5)"
"375","PAAD","SBS20","Signature 3",0,1,0,NA,"PAAD 
 (n=0)"
"376","PAAD","SBS44","Signature 3",0,1,0,NA,"PAAD 
 (n=0)"
"377","PAAD","SBS1","Signature 4",0.1,0.584462161936219,100,0,"PAAD 
 (n=100)"
"378","PAAD","SBS2","Signature 4",0,0.672842100624921,7,0,"PAAD 
 (n=7)"
"379","PAAD","SBS3","Signature 4",0,1,1,NA,"PAAD 
 (n=1)"
"380","PAAD","SBS4","Signature 4",0,1,0,NA,"PAAD 
 (n=0)"
"381","PAAD","SBS13","Signature 4",0,0.672842100624921,7,0,"PAAD 
 (n=7)"
"382","PAAD","SBS15","Signature 4",0,0.416,5,0,"PAAD 
 (n=5)"
"383","PAAD","SBS20","Signature 4",0,1,0,NA,"PAAD 
 (n=0)"
"384","PAAD","SBS44","Signature 4",0,1,0,NA,"PAAD 
 (n=0)"
"385","PRAD","SBS1","Signature 1",0.16,0.136287755081845,175,0,"PRAD 
 (n=175)"
"386","PRAD","SBS2","Signature 1",0,0.741801110252839,4,0,"PRAD 
 (n=4)"
"387","PRAD","SBS3","Signature 1",0,1,0,NA,"PRAD 
 (n=0)"
"388","PRAD","SBS4","Signature 1",0,1,0,NA,"PRAD 
 (n=0)"
"389","PRAD","SBS13","Signature 1",0,0,3,1,"PRAD 
 (n=3)"
"390","PRAD","SBS15","Signature 1",0,0.480651434616169,12,0,"PRAD 
 (n=12)"
"391","PRAD","SBS20","Signature 1",0,1,0,NA,"PRAD 
 (n=0)"
"392","PRAD","SBS44","Signature 1",0,1,0,NA,"PRAD 
 (n=0)"
"393","PRAD","SBS1","Signature 2",0.14,0.136287755081845,244,0,"PRAD 
 (n=244)"
"394","PRAD","SBS2","Signature 2",0,0.480651434616169,5,0,"PRAD 
 (n=5)"
"395","PRAD","SBS3","Signature 2",0,1,0,NA,"PRAD 
 (n=0)"
"396","PRAD","SBS4","Signature 2",0,1,0,NA,"PRAD 
 (n=0)"
"397","PRAD","SBS13","Signature 2",0,0.711111111111111,4,0,"PRAD 
 (n=4)"
"398","PRAD","SBS15","Signature 2",0,0.711111111111111,19,0,"PRAD 
 (n=19)"
"399","PRAD","SBS20","Signature 2",0,1,0,NA,"PRAD 
 (n=0)"
"400","PRAD","SBS44","Signature 2",0,1,0,NA,"PRAD 
 (n=0)"
"401","PRAD","SBS1","Signature 3",0.08,0.480651434616169,245,0,"PRAD 
 (n=245)"
"402","PRAD","SBS2","Signature 3",0,0.711111111111111,3,0,"PRAD 
 (n=3)"
"403","PRAD","SBS3","Signature 3",0,1,0,NA,"PRAD 
 (n=0)"
"404","PRAD","SBS4","Signature 3",0,1,0,NA,"PRAD 
 (n=0)"
"405","PRAD","SBS13","Signature 3",0,0.711111111111111,4,0,"PRAD 
 (n=4)"
"406","PRAD","SBS15","Signature 3",0,0.480651434616169,18,0,"PRAD 
 (n=18)"
"407","PRAD","SBS20","Signature 3",0,1,0,NA,"PRAD 
 (n=0)"
"408","PRAD","SBS44","Signature 3",0,1,0,NA,"PRAD 
 (n=0)"
"409","PRAD","SBS1","Signature 4",0.21,0.00701566464012818,250,1,"PRAD 
 (n=250)"
"410","PRAD","SBS2","Signature 4",0,0.711111111111111,5,0,"PRAD 
 (n=5)"
"411","PRAD","SBS3","Signature 4",0,1,0,NA,"PRAD 
 (n=0)"
"412","PRAD","SBS4","Signature 4",0,1,0,NA,"PRAD 
 (n=0)"
"413","PRAD","SBS13","Signature 4",0,0.711111111111111,5,0,"PRAD 
 (n=5)"
"414","PRAD","SBS15","Signature 4",0,0.711111111111111,20,0,"PRAD 
 (n=20)"
"415","PRAD","SBS20","Signature 4",0,1,0,NA,"PRAD 
 (n=0)"
"416","PRAD","SBS44","Signature 4",0,1,0,NA,"PRAD 
 (n=0)"
"417","SKCM","SBS1","Signature 1",-0.13,0.507032760231321,79,0,"SKCM 
 (n=79)"
"418","SKCM","SBS2","Signature 1",0,0.666666666666667,3,0,"SKCM 
 (n=3)"
"419","SKCM","SBS3","Signature 1",0,1,0,NA,"SKCM 
 (n=0)"
"420","SKCM","SBS4","Signature 1",0,1,0,NA,"SKCM 
 (n=0)"
"421","SKCM","SBS13","Signature 1",0,0.666666666666667,3,0,"SKCM 
 (n=3)"
"422","SKCM","SBS15","Signature 1",0,1,2,NA,"SKCM 
 (n=2)"
"423","SKCM","SBS20","Signature 1",0,1,0,NA,"SKCM 
 (n=0)"
"424","SKCM","SBS44","Signature 1",0,1,0,NA,"SKCM 
 (n=0)"
"425","SKCM","SBS1","Signature 2",0.13,0.507032760231321,88,0,"SKCM 
 (n=88)"
"426","SKCM","SBS2","Signature 2",0,0.666666666666667,3,0,"SKCM 
 (n=3)"
"427","SKCM","SBS3","Signature 2",0,1,0,NA,"SKCM 
 (n=0)"
"428","SKCM","SBS4","Signature 2",0,1,0,NA,"SKCM 
 (n=0)"
"429","SKCM","SBS13","Signature 2",0,0.666666666666667,3,0,"SKCM 
 (n=3)"
"430","SKCM","SBS15","Signature 2",0,1,2,NA,"SKCM 
 (n=2)"
"431","SKCM","SBS20","Signature 2",0,1,0,NA,"SKCM 
 (n=0)"
"432","SKCM","SBS44","Signature 2",0,1,0,NA,"SKCM 
 (n=0)"
"433","SKCM","SBS1","Signature 3",0.35,0.000583027086725069,126,1,"SKCM 
 (n=126)"
"434","SKCM","SBS2","Signature 3",0,0.507032760231321,4,0,"SKCM 
 (n=4)"
"435","SKCM","SBS3","Signature 3",0,1,0,NA,"SKCM 
 (n=0)"
"436","SKCM","SBS4","Signature 3",0,1,0,NA,"SKCM 
 (n=0)"
"437","SKCM","SBS13","Signature 3",0,0.666666666666667,4,0,"SKCM 
 (n=4)"
"438","SKCM","SBS15","Signature 3",0,1,1,NA,"SKCM 
 (n=1)"
"439","SKCM","SBS20","Signature 3",0,1,0,NA,"SKCM 
 (n=0)"
"440","SKCM","SBS44","Signature 3",0,1,0,NA,"SKCM 
 (n=0)"
"441","SKCM","SBS1","Signature 4",0.3,0.00176532347363959,137,1,"SKCM 
 (n=137)"
"442","SKCM","SBS2","Signature 4",0,0.666666666666667,4,0,"SKCM 
 (n=4)"
"443","SKCM","SBS3","Signature 4",0,1,0,NA,"SKCM 
 (n=0)"
"444","SKCM","SBS4","Signature 4",0,1,0,NA,"SKCM 
 (n=0)"
"445","SKCM","SBS13","Signature 4",0,0.507032760231321,4,0,"SKCM 
 (n=4)"
"446","SKCM","SBS15","Signature 4",0,1,2,NA,"SKCM 
 (n=2)"
"447","SKCM","SBS20","Signature 4",0,1,0,NA,"SKCM 
 (n=0)"
"448","SKCM","SBS44","Signature 4",0,1,0,NA,"SKCM 
 (n=0)"
"449","STAD","SBS1","Signature 1",0.29,0.00183090995452052,134,1,"STAD 
 (n=134)"
"450","STAD","SBS2","Signature 1",-0.04,0.787894151058252,39,0,"STAD 
 (n=39)"
"451","STAD","SBS3","Signature 1",0,1,0,NA,"STAD 
 (n=0)"
"452","STAD","SBS4","Signature 1",0,1,0,NA,"STAD 
 (n=0)"
"453","STAD","SBS13","Signature 1",0,0.692546880827092,24,0,"STAD 
 (n=24)"
"454","STAD","SBS15","Signature 1",0,0.406225862874987,22,0,"STAD 
 (n=22)"
"455","STAD","SBS20","Signature 1",0,0.250985251027697,21,0,"STAD 
 (n=21)"
"456","STAD","SBS44","Signature 1",0,1,0,NA,"STAD 
 (n=0)"
"457","STAD","SBS1","Signature 2",0.48,4.18642584962023e-11,184,1,"STAD 
 (n=184)"
"458","STAD","SBS2","Signature 2",0.27,0.0635111145551202,56,0,"STAD 
 (n=56)"
"459","STAD","SBS3","Signature 2",0,1,0,NA,"STAD 
 (n=0)"
"460","STAD","SBS4","Signature 2",0,1,0,NA,"STAD 
 (n=0)"
"461","STAD","SBS13","Signature 2",0.42,0.0155609200145701,38,1,"STAD 
 (n=38)"
"462","STAD","SBS15","Signature 2",0,0.250985251027697,25,0,"STAD 
 (n=25)"
"463","STAD","SBS20","Signature 2",0,0.0213990523516254,26,1,"STAD 
 (n=26)"
"464","STAD","SBS44","Signature 2",0,1,0,NA,"STAD 
 (n=0)"
"465","STAD","SBS1","Signature 3",0.64,3.40989346166311e-24,205,1,"STAD 
 (n=205)"
"466","STAD","SBS2","Signature 3",0.24,0.0833010041921912,62,0,"STAD 
 (n=62)"
"467","STAD","SBS3","Signature 3",0,1,0,NA,"STAD 
 (n=0)"
"468","STAD","SBS4","Signature 3",0,1,0,NA,"STAD 
 (n=0)"
"469","STAD","SBS13","Signature 3",0.46,0.0031917077505554,46,1,"STAD 
 (n=46)"
"470","STAD","SBS15","Signature 3",0.36,0.067093228799012,31,0,"STAD 
 (n=31)"
"471","STAD","SBS20","Signature 3",0.65,0.00013563594230559,34,1,"STAD 
 (n=34)"
"472","STAD","SBS44","Signature 3",0,1,0,NA,"STAD 
 (n=0)"
"473","STAD","SBS1","Signature 4",0.68,6.51145199603764e-27,199,1,"STAD 
 (n=199)"
"474","STAD","SBS2","Signature 4",0.42,0.00183090995452052,62,1,"STAD 
 (n=62)"
"475","STAD","SBS3","Signature 4",0,1,0,NA,"STAD 
 (n=0)"
"476","STAD","SBS4","Signature 4",0,1,0,NA,"STAD 
 (n=0)"
"477","STAD","SBS13","Signature 4",0.42,0.00814124180385751,46,1,"STAD 
 (n=46)"
"478","STAD","SBS15","Signature 4",0,0.0031917077505554,29,1,"STAD 
 (n=29)"
"479","STAD","SBS20","Signature 4",0.63,0.000531836021642324,31,1,"STAD 
 (n=31)"
"480","STAD","SBS44","Signature 4",0,1,0,NA,"STAD 
 (n=0)"
"481","UCEC","SBS1","Signature 1",0.64,3.19026323660434e-31,262,1,"UCEC 
 (n=262)"
"482","UCEC","SBS2","Signature 1",0.21,0.166702600387207,49,0,"UCEC 
 (n=49)"
"483","UCEC","SBS3","Signature 1",0,1,0,NA,"UCEC 
 (n=0)"
"484","UCEC","SBS4","Signature 1",0,1,0,NA,"UCEC 
 (n=0)"
"485","UCEC","SBS13","Signature 1",0.01,0.966634786934167,45,0,"UCEC 
 (n=45)"
"486","UCEC","SBS15","Signature 1",0.58,0.000137353175470864,40,1,"UCEC 
 (n=40)"
"487","UCEC","SBS20","Signature 1",0,0,3,1,"UCEC 
 (n=3)"
"488","UCEC","SBS44","Signature 1",0.04,0.887931943801525,30,0,"UCEC 
 (n=30)"
"489","UCEC","SBS1","Signature 2",0.66,1.03557085797297e-30,236,1,"UCEC 
 (n=236)"
"490","UCEC","SBS2","Signature 2",0.41,0.0047163014530104,48,1,"UCEC 
 (n=48)"
"491","UCEC","SBS3","Signature 2",0,1,0,NA,"UCEC 
 (n=0)"
"492","UCEC","SBS4","Signature 2",0,1,0,NA,"UCEC 
 (n=0)"
"493","UCEC","SBS13","Signature 2",0.48,0.000863431653900199,47,1,"UCEC 
 (n=47)"
"494","UCEC","SBS15","Signature 2",0.65,9.03285051930874e-05,32,1,"UCEC 
 (n=32)"
"495","UCEC","SBS20","Signature 2",0,0,3,1,"UCEC 
 (n=3)"
"496","UCEC","SBS44","Signature 2",0,0.00944512821293406,20,1,"UCEC 
 (n=20)"
"497","UCEC","SBS1","Signature 3",0.8,6.64333554837158e-63,280,1,"UCEC 
 (n=280)"
"498","UCEC","SBS2","Signature 3",0.45,0.000521315905871356,58,1,"UCEC 
 (n=58)"
"499","UCEC","SBS3","Signature 3",0,1,0,NA,"UCEC 
 (n=0)"
"500","UCEC","SBS4","Signature 3",0,1,0,NA,"UCEC 
 (n=0)"
"501","UCEC","SBS13","Signature 3",0.57,1.36853886028185e-05,54,1,"UCEC 
 (n=54)"
"502","UCEC","SBS15","Signature 3",0.82,5.09618394192102e-11,43,1,"UCEC 
 (n=43)"
"503","UCEC","SBS20","Signature 3",0,0.727272727272727,3,0,"UCEC 
 (n=3)"
"504","UCEC","SBS44","Signature 3",0.68,2.57551654603709e-05,33,1,"UCEC 
 (n=33)"
"505","UCEC","SBS1","Signature 4",0.74,4.03859219999822e-48,272,1,"UCEC 
 (n=272)"
"506","UCEC","SBS2","Signature 4",0.45,0.000810406367948963,56,1,"UCEC 
 (n=56)"
"507","UCEC","SBS3","Signature 4",0,1,0,NA,"UCEC 
 (n=0)"
"508","UCEC","SBS4","Signature 4",0,1,0,NA,"UCEC 
 (n=0)"
"509","UCEC","SBS13","Signature 4",0.5,0.000159790273414287,56,1,"UCEC 
 (n=56)"
"510","UCEC","SBS15","Signature 4",0.75,2.56864804481737e-07,37,1,"UCEC 
 (n=37)"
"511","UCEC","SBS20","Signature 4",0,0,3,1,"UCEC 
 (n=3)"
"512","UCEC","SBS44","Signature 4",0,2.85040816648793e-06,26,1,"UCEC 
 (n=26)"
"513","All","SBS1","Signature 1",0.18,4.22144903842799e-19,2504,1,"All 
 (n=2504)"
"514","All","SBS2","Signature 1",0.14,9.69418300297306e-05,780,1,"All 
 (n=780)"
"515","All","SBS3","Signature 1",0.12,0.0935421454216043,190,0,"All 
 (n=190)"
"516","All","SBS4","Signature 1",0.07,0.515200801377698,78,0,"All 
 (n=78)"
"517","All","SBS13","Signature 1",0.16,3.40748672208519e-05,721,1,"All 
 (n=721)"
"518","All","SBS15","Signature 1",0.65,1.41962830694983e-17,138,1,"All 
 (n=138)"
"519","All","SBS20","Signature 1",0.56,0.000363012697102825,37,1,"All 
 (n=37)"
"520","All","SBS44","Signature 1",0.17,0.222808211149987,55,0,"All 
 (n=55)"
"521","All","SBS1","Signature 2",0.18,4.70908000425496e-21,2853,1,"All 
 (n=2853)"
"522","All","SBS2","Signature 2",0.28,4.1174119110596e-19,1018,1,"All 
 (n=1018)"
"523","All","SBS3","Signature 2",0.42,1.34200043661685e-10,214,1,"All 
 (n=214)"
"524","All","SBS4","Signature 2",0.32,0.000353254680366869,126,1,"All 
 (n=126)"
"525","All","SBS13","Signature 2",0.32,2.74677089334737e-24,966,1,"All 
 (n=966)"
"526","All","SBS15","Signature 2",0.69,4.45773310900888e-21,140,1,"All 
 (n=140)"
"527","All","SBS20","Signature 2",0.58,9.46560432638603e-05,41,1,"All 
 (n=41)"
"528","All","SBS44","Signature 2",0.57,9.92165800158538e-05,42,1,"All 
 (n=42)"
"529","All","SBS1","Signature 3",0.28,2.46752409285901e-58,3291,1,"All 
 (n=3291)"
"530","All","SBS2","Signature 3",0.54,1.66739146472447e-91,1216,1,"All 
 (n=1216)"
"531","All","SBS3","Signature 3",0.66,3.50022119043512e-32,249,1,"All 
 (n=249)"
"532","All","SBS4","Signature 3",0.61,2.49912734920879e-18,172,1,"All 
 (n=172)"
"533","All","SBS13","Signature 3",0.62,5.43331283332233e-120,1158,1,"All 
 (n=1158)"
"534","All","SBS15","Signature 3",0.88,8.73493604904587e-55,166,1,"All 
 (n=166)"
"535","All","SBS20","Signature 3",0.79,9.19738320617733e-12,50,1,"All 
 (n=50)"
"536","All","SBS44","Signature 3",0.62,5.59031826224097e-07,56,1,"All 
 (n=56)"
"537","All","SBS1","Signature 4",0.3,1.7936583913723e-73,3424,1,"All 
 (n=3424)"
"538","All","SBS2","Signature 4",0.56,2.66599153867466e-103,1243,1,"All 
 (n=1243)"
"539","All","SBS3","Signature 4",0.68,1.69701276291252e-36,265,1,"All 
 (n=265)"
"540","All","SBS4","Signature 4",0.79,5.31589130890474e-38,175,1,"All 
 (n=175)"
"541","All","SBS13","Signature 4",0.6,1.53161369983943e-114,1192,1,"All 
 (n=1192)"
"542","All","SBS15","Signature 4",0.86,5.66631391287076e-49,165,1,"All 
 (n=165)"
"543","All","SBS20","Signature 4",0.81,9.19738320617733e-12,47,1,"All 
 (n=47)"
"544","All","SBS44","Signature 4",0.84,4.07538788084278e-14,50,1,"All 
 (n=50)"
