"","group","Var1","Var2","r","adj.p","n","significant","label"
"1","BLCA","Leukocyte Fraction","Signature 1",0.11,0.516649901831398,104,0,"BLCA 
 (n=104)"
"2","BLCA","Stromal Fraction","Signature 1",-0.07,0.741219624856181,100,0,"BLCA 
 (n=100)"
"3","BLCA","Intratumor Heterogeneity","Signature 1",0,0.996744036112717,92,0,"BLCA 
 (n=92)"
"4","BLCA","TIL Regional Fraction","Signature 1",-0.18,0.295995702260628,74,0,"BLCA 
 (n=74)"
"5","BLCA","Proliferation","Signature 1",-0.42,0.000313074022260057,100,1,"BLCA 
 (n=100)"
"6","BLCA","Wound Healing","Signature 1",-0.32,0.00931422307349605,100,1,"BLCA 
 (n=100)"
"7","BLCA","Macrophage Regulation","Signature 1",0.11,0.549035708190167,100,0,"BLCA 
 (n=100)"
"8","BLCA","Lymphocyte Infiltration Signature Score","Signature 1",0.17,0.255327861645405,100,0,"BLCA 
 (n=100)"
"9","BLCA","IFN-gamma Response","Signature 1",-0.03,0.932548936583471,100,0,"BLCA 
 (n=100)"
"10","BLCA","TGF-beta Response","Signature 1",0.1,0.566931273812809,100,0,"BLCA 
 (n=100)"
"11","BLCA","SNV Neoantigens","Signature 1",-0.47,4.28033784747429e-05,103,1,"BLCA 
 (n=103)"
"12","BLCA","Indel Neoantigens","Signature 1",-0.35,0.0117410582259035,80,1,"BLCA 
 (n=80)"
"13","BLCA","Silent Mutation Rate","Signature 1",-0.51,4.220587738833e-06,104,1,"BLCA 
 (n=104)"
"14","BLCA","Nonsilent Mutation Rate","Signature 1",-0.51,4.220587738833e-06,104,1,"BLCA 
 (n=104)"
"15","BLCA","Number of Segments","Signature 1",-0.54,1.58184250126916e-06,104,1,"BLCA 
 (n=104)"
"16","BLCA","Fraction Altered","Signature 1",-0.46,5.07252221191539e-05,104,1,"BLCA 
 (n=104)"
"17","BLCA","Aneuploidy Score","Signature 1",-0.23,0.113003478025879,88,0,"BLCA 
 (n=88)"
"18","BLCA","Homologous Recombination Defects","Signature 1",-0.47,7.33977468503256e-05,96,1,"BLCA 
 (n=96)"
"19","BLCA","BCR Evenness","Signature 1",-0.17,0.565103372886687,42,0,"BLCA 
 (n=42)"
"20","BLCA","BCR Shannon","Signature 1",0.1,0.769280195826728,42,0,"BLCA 
 (n=42)"
"21","BLCA","BCR Richness","Signature 1",0.07,0.819601374853729,60,0,"BLCA 
 (n=60)"
"22","BLCA","TCR Shannon","Signature 1",0.3,0.04864127391214,73,1,"BLCA 
 (n=73)"
"23","BLCA","TCR Richness","Signature 1",0.22,0.152420063777436,81,0,"BLCA 
 (n=81)"
"24","BLCA","TCR Evenness","Signature 1",-0.13,0.549035708190167,73,0,"BLCA 
 (n=73)"
"25","BLCA","CTA Score","Signature 1",-0.31,0.015650940982927,99,1,"BLCA 
 (n=99)"
"26","BLCA","B Cells Memory","Signature 1",-0.07,0.806760181684497,73,0,"BLCA 
 (n=73)"
"27","BLCA","B Cells Naive","Signature 1",0.38,0.0387185618454535,50,1,"BLCA 
 (n=50)"
"28","BLCA","Dendritic Cells Activated","Signature 1",0.05,0.834633330190674,79,0,"BLCA 
 (n=79)"
"29","BLCA","Dendritic Cells Resting","Signature 1",-0.05,0.886873183185951,54,0,"BLCA 
 (n=54)"
"30","BLCA","Macrophages M0","Signature 1",-0.01,0.992132795706766,60,0,"BLCA 
 (n=60)"
"31","BLCA","Macrophages M1","Signature 1",-0.07,0.769280195826728,80,0,"BLCA 
 (n=80)"
"32","BLCA","Macrophages M2","Signature 1",-0.2,0.164747534752248,99,0,"BLCA 
 (n=99)"
"33","BLCA","Mast Cells Activated","Signature 1",-0.09,0.769280195826728,49,0,"BLCA 
 (n=49)"
"34","BLCA","Mast Cells Resting","Signature 1",0.13,0.593455867032535,59,0,"BLCA 
 (n=59)"
"35","BLCA","Monocytes","Signature 1",0.19,0.213276176410312,91,0,"BLCA 
 (n=91)"
"36","BLCA","NK Cells Activated","Signature 1",-0.17,0.345859830619316,74,0,"BLCA 
 (n=74)"
"37","BLCA","NK Cells Resting","Signature 1",-0.28,0.155566720651913,52,0,"BLCA 
 (n=52)"
"38","BLCA","Plasma Cells","Signature 1",0.03,0.919361261676761,90,0,"BLCA 
 (n=90)"
"39","BLCA","T Cells CD4 Memory Activated","Signature 1",0,0.143301284612854,29,0,"BLCA 
 (n=29)"
"40","BLCA","T Cells CD4 Memory Resting","Signature 1",-0.1,0.746150388196037,47,0,"BLCA 
 (n=47)"
"41","BLCA","T Cells CD4 Naive","Signature 1",-0.18,0.55966230187357,37,0,"BLCA 
 (n=37)"
"42","BLCA","T Cells CD8","Signature 1",-0.07,0.730576607492633,100,0,"BLCA 
 (n=100)"
"43","BLCA","T Cells Follicular Helper","Signature 1",0.08,0.685880289663109,98,0,"BLCA 
 (n=98)"
"44","BLCA","T Cells gamma delta","Signature 1",0,1,2,NA,"BLCA 
 (n=2)"
"45","BLCA","T Cells Regulatory Tregs","Signature 1",0.15,0.426811060194562,74,0,"BLCA 
 (n=74)"
"46","BLCA","Lymphocytes","Signature 1",0.13,0.429762960663843,100,0,"BLCA 
 (n=100)"
"47","BLCA","Neutrophils...60","Signature 1",0.16,0.575435934630022,42,0,"BLCA 
 (n=42)"
"48","BLCA","Eosinophils...61","Signature 1",0,0.966768440005777,8,0,"BLCA 
 (n=8)"
"49","BLCA","Mast Cells","Signature 1",0.1,0.569450781545394,97,0,"BLCA 
 (n=97)"
"50","BLCA","Dendritic Cells","Signature 1",-0.01,0.983712145112334,96,0,"BLCA 
 (n=96)"
"51","BLCA","Macrophages","Signature 1",-0.23,0.0924927775533251,100,0,"BLCA 
 (n=100)"
"52","BLCA","ADORA2A","Signature 1",0.28,0.0266865481208555,103,1,"BLCA 
 (n=103)"
"53","BLCA","ARG1","Signature 1",0.05,0.895908630509015,59,0,"BLCA 
 (n=59)"
"54","BLCA","BTLA","Signature 1",0.3,0.0218031979639815,96,1,"BLCA 
 (n=96)"
"55","BLCA","BTN3A1","Signature 1",0.07,0.724484691330433,103,0,"BLCA 
 (n=103)"
"56","BLCA","BTN3A2","Signature 1",0.06,0.769280195826728,103,0,"BLCA 
 (n=103)"
"57","BLCA","C10orf54","Signature 1",0.29,0.0187597910053678,103,1,"BLCA 
 (n=103)"
"58","BLCA","CCL5","Signature 1",-0.06,0.769280195826728,103,0,"BLCA 
 (n=103)"
"59","BLCA","CD274","Signature 1",0.02,0.966768440005777,103,0,"BLCA 
 (n=103)"
"60","BLCA","CD276","Signature 1",0.09,0.623778489142852,103,0,"BLCA 
 (n=103)"
"61","BLCA","CD27","Signature 1",0.17,0.237131566031634,103,0,"BLCA 
 (n=103)"
"62","BLCA","CD28","Signature 1",0.18,0.203493970778205,103,0,"BLCA 
 (n=103)"
"63","BLCA","CD40","Signature 1",0.18,0.205180671349788,103,0,"BLCA 
 (n=103)"
"64","BLCA","CD40LG","Signature 1",0.3,0.0242864615810234,94,1,"BLCA 
 (n=94)"
"65","BLCA","CD70","Signature 1",0.17,0.277145279143745,93,0,"BLCA 
 (n=93)"
"66","BLCA","CD80","Signature 1",0.04,0.884201885553193,95,0,"BLCA 
 (n=95)"
"67","BLCA","CTLA4","Signature 1",0.08,0.685880289663109,102,0,"BLCA 
 (n=102)"
"68","BLCA","CX3CL1","Signature 1",0.18,0.213276176410312,103,0,"BLCA 
 (n=103)"
"69","BLCA","CXCL10","Signature 1",-0.04,0.886589008477578,103,0,"BLCA 
 (n=103)"
"70","BLCA","CXCL9","Signature 1",-0.03,0.919361261676761,103,0,"BLCA 
 (n=103)"
"71","BLCA","EDNRB","Signature 1",0.39,0.000734160192265112,103,1,"BLCA 
 (n=103)"
"72","BLCA","ENTPD1","Signature 1",0.25,0.0487890886783229,103,1,"BLCA 
 (n=103)"
"73","BLCA","GZMA","Signature 1",0.11,0.544182048765865,103,0,"BLCA 
 (n=103)"
"74","BLCA","HAVCR2","Signature 1",-0.02,0.935855749284387,103,0,"BLCA 
 (n=103)"
"75","BLCA","HLA.A","Signature 1",0.1,0.566259784642622,103,0,"BLCA 
 (n=103)"
"76","BLCA","HLA.B","Signature 1",0.06,0.769280195826728,103,0,"BLCA 
 (n=103)"
"77","BLCA","HLA.C","Signature 1",-0.06,0.769280195826728,103,0,"BLCA 
 (n=103)"
"78","BLCA","HLA.DPA1","Signature 1",0.08,0.669931050070839,103,0,"BLCA 
 (n=103)"
"79","BLCA","HLA.DPB1","Signature 1",0.09,0.615019460587264,103,0,"BLCA 
 (n=103)"
"80","BLCA","HLA.DQA1","Signature 1",0.06,0.803963385823774,103,0,"BLCA 
 (n=103)"
"81","BLCA","HLA.DQA2","Signature 1",0.08,0.693059347639628,103,0,"BLCA 
 (n=103)"
"82","BLCA","HLA.DQB1","Signature 1",0.11,0.535896889284238,103,0,"BLCA 
 (n=103)"
"83","BLCA","HLA.DQB2","Signature 1",0.2,0.150302264841588,102,0,"BLCA 
 (n=102)"
"84","BLCA","HLA.DRA","Signature 1",0.09,0.615019460587264,103,0,"BLCA 
 (n=103)"
"85","BLCA","HLA.DRB1","Signature 1",0.06,0.769280195826728,103,0,"BLCA 
 (n=103)"
"86","BLCA","HLA.DRB5","Signature 1",0.12,0.506502334761751,103,0,"BLCA 
 (n=103)"
"87","BLCA","HMGB1","Signature 1",-0.12,0.508586845413389,103,0,"BLCA 
 (n=103)"
"88","BLCA","ICAM1","Signature 1",0.02,0.966768440005777,103,0,"BLCA 
 (n=103)"
"89","BLCA","ICOS","Signature 1",0.1,0.597854648388399,100,0,"BLCA 
 (n=100)"
"90","BLCA","ICOSLG","Signature 1",-0.01,0.992132795706766,103,0,"BLCA 
 (n=103)"
"91","BLCA","IDO1","Signature 1",0.05,0.825726540703987,103,0,"BLCA 
 (n=103)"
"92","BLCA","IFNA1","Signature 1",0.14,0.66999090052222,37,0,"BLCA 
 (n=37)"
"93","BLCA","IFNA2","Signature 1",0,1,2,NA,"BLCA 
 (n=2)"
"94","BLCA","IFNG","Signature 1",0.03,0.918909863065582,86,0,"BLCA 
 (n=86)"
"95","BLCA","IL10","Signature 1",0.11,0.535896889284238,98,0,"BLCA 
 (n=98)"
"96","BLCA","IL12A","Signature 1",0.11,0.566931273812809,97,0,"BLCA 
 (n=97)"
"97","BLCA","IL13","Signature 1",0.2,0.348693823597579,55,0,"BLCA 
 (n=55)"
"98","BLCA","IL1A","Signature 1",-0.02,0.945865374346679,103,0,"BLCA 
 (n=103)"
"99","BLCA","IL1B","Signature 1",-0.05,0.828033088936894,103,0,"BLCA 
 (n=103)"
"100","BLCA","IL2","Signature 1",0,0.985833664509248,28,0,"BLCA 
 (n=28)"
"101","BLCA","IL2RA","Signature 1",0.1,0.597854648388399,101,0,"BLCA 
 (n=101)"
"102","BLCA","IL4","Signature 1",0,0.916148813393709,13,0,"BLCA 
 (n=13)"
"103","BLCA","ITGB2","Signature 1",0.05,0.819601374853729,103,0,"BLCA 
 (n=103)"
"104","BLCA","KIR2DL1","Signature 1",0.36,0.12964205023619,35,0,"BLCA 
 (n=35)"
"105","BLCA","KIR2DL3","Signature 1",0.05,0.886589008477578,50,0,"BLCA 
 (n=50)"
"106","BLCA","LAG3","Signature 1",-0.01,0.986774982447811,102,0,"BLCA 
 (n=102)"
"107","BLCA","MICA","Signature 1",0.04,0.874919427780697,103,0,"BLCA 
 (n=103)"
"108","BLCA","MICB","Signature 1",-0.03,0.916148813393709,103,0,"BLCA 
 (n=103)"
"109","BLCA","PDCD1","Signature 1",0.09,0.620237364896318,101,0,"BLCA 
 (n=101)"
"110","BLCA","PDCD1LG2","Signature 1",0.03,0.919361261676761,102,0,"BLCA 
 (n=102)"
"111","BLCA","PRF1","Signature 1",0.1,0.573595026732353,103,0,"BLCA 
 (n=103)"
"112","BLCA","SELP","Signature 1",0.29,0.0191216038185214,103,1,"BLCA 
 (n=103)"
"113","BLCA","SLAMF7","Signature 1",0.18,0.187305572447204,103,0,"BLCA 
 (n=103)"
"114","BLCA","TGFB1","Signature 1",0.09,0.613183077505447,103,0,"BLCA 
 (n=103)"
"115","BLCA","TIGIT","Signature 1",0.06,0.769280195826728,103,0,"BLCA 
 (n=103)"
"116","BLCA","TLR4","Signature 1",0.41,0.000366295785246898,103,1,"BLCA 
 (n=103)"
"117","BLCA","TNF","Signature 1",0.12,0.496911959461376,101,0,"BLCA 
 (n=101)"
"118","BLCA","TNFRSF14","Signature 1",0.27,0.0307875114814981,103,1,"BLCA 
 (n=103)"
"119","BLCA","TNFRSF18","Signature 1",0.04,0.847214012144575,103,0,"BLCA 
 (n=103)"
"120","BLCA","TNFRSF4","Signature 1",0.17,0.22327280638149,103,0,"BLCA 
 (n=103)"
"121","BLCA","TNFRSF9","Signature 1",0.13,0.492333108878732,92,0,"BLCA 
 (n=92)"
"122","BLCA","TNFSF4","Signature 1",0.04,0.877741724411194,103,0,"BLCA 
 (n=103)"
"123","BLCA","TNFSF9","Signature 1",0.07,0.741451984628911,103,0,"BLCA 
 (n=103)"
"124","BLCA","VEGFA","Signature 1",0.01,0.992132795706766,103,0,"BLCA 
 (n=103)"
"125","BLCA","VEGFB","Signature 1",0.14,0.346748393022042,103,0,"BLCA 
 (n=103)"
"126","BLCA","VTCN1","Signature 1",-0.15,0.295197004983989,102,0,"BLCA 
 (n=102)"
"127","BLCA","Leukocyte Fraction","Signature 2",0.16,0.174321196539421,140,0,"BLCA 
 (n=140)"
"128","BLCA","Stromal Fraction","Signature 2",0.23,0.039229369103133,138,1,"BLCA 
 (n=138)"
"129","BLCA","Intratumor Heterogeneity","Signature 2",0.39,0.000134257869124028,132,1,"BLCA 
 (n=132)"
"130","BLCA","TIL Regional Fraction","Signature 2",-0.09,0.669931050070839,97,0,"BLCA 
 (n=97)"
"131","BLCA","Proliferation","Signature 2",-0.11,0.47925434414076,136,0,"BLCA 
 (n=136)"
"132","BLCA","Wound Healing","Signature 2",-0.04,0.829937356037806,136,0,"BLCA 
 (n=136)"
"133","BLCA","Macrophage Regulation","Signature 2",0.06,0.71465017787082,136,0,"BLCA 
 (n=136)"
"134","BLCA","Lymphocyte Infiltration Signature Score","Signature 2",0.05,0.769280195826728,136,0,"BLCA 
 (n=136)"
"135","BLCA","IFN-gamma Response","Signature 2",0.04,0.860356823608692,136,0,"BLCA 
 (n=136)"
"136","BLCA","TGF-beta Response","Signature 2",0.1,0.535896889284238,136,0,"BLCA 
 (n=136)"
"137","BLCA","SNV Neoantigens","Signature 2",-0.08,0.613183077505447,138,0,"BLCA 
 (n=138)"
"138","BLCA","Indel Neoantigens","Signature 2",-0.13,0.375761053579347,123,0,"BLCA 
 (n=123)"
"139","BLCA","Silent Mutation Rate","Signature 2",-0.14,0.255327861645405,139,0,"BLCA 
 (n=139)"
"140","BLCA","Nonsilent Mutation Rate","Signature 2",-0.1,0.507346341130464,139,0,"BLCA 
 (n=139)"
"141","BLCA","Number of Segments","Signature 2",-0.18,0.123066354444683,139,0,"BLCA 
 (n=139)"
"142","BLCA","Fraction Altered","Signature 2",-0.2,0.0758021981516927,139,0,"BLCA 
 (n=139)"
"143","BLCA","Aneuploidy Score","Signature 2",-0.09,0.569450781545394,128,0,"BLCA 
 (n=128)"
"144","BLCA","Homologous Recombination Defects","Signature 2",-0.07,0.697009960768462,135,0,"BLCA 
 (n=135)"
"145","BLCA","BCR Evenness","Signature 2",0.17,0.359690244604983,68,0,"BLCA 
 (n=68)"
"146","BLCA","BCR Shannon","Signature 2",-0.03,0.945865374346679,68,0,"BLCA 
 (n=68)"
"147","BLCA","BCR Richness","Signature 2",-0.18,0.223675983635696,92,0,"BLCA 
 (n=92)"
"148","BLCA","TCR Shannon","Signature 2",0.08,0.669931050070839,107,0,"BLCA 
 (n=107)"
"149","BLCA","TCR Richness","Signature 2",-0.01,0.987936544216398,117,0,"BLCA 
 (n=117)"
"150","BLCA","TCR Evenness","Signature 2",-0.07,0.754107902031948,107,0,"BLCA 
 (n=107)"
"151","BLCA","CTA Score","Signature 2",0,0.992132795706766,136,0,"BLCA 
 (n=136)"
"152","BLCA","B Cells Memory","Signature 2",0,0.996744036112717,90,0,"BLCA 
 (n=90)"
"153","BLCA","B Cells Naive","Signature 2",0.13,0.535896889284238,75,0,"BLCA 
 (n=75)"
"154","BLCA","Dendritic Cells Activated","Signature 2",0.2,0.158308091629522,103,0,"BLCA 
 (n=103)"
"155","BLCA","Dendritic Cells Resting","Signature 2",0.02,0.966768440005777,81,0,"BLCA 
 (n=81)"
"156","BLCA","Macrophages M0","Signature 2",0.16,0.363330435519883,77,0,"BLCA 
 (n=77)"
"157","BLCA","Macrophages M1","Signature 2",-0.14,0.348693823597579,109,0,"BLCA 
 (n=109)"
"158","BLCA","Macrophages M2","Signature 2",0.03,0.89963863107677,135,0,"BLCA 
 (n=135)"
"159","BLCA","Mast Cells Activated","Signature 2",-0.06,0.825726540703987,69,0,"BLCA 
 (n=69)"
"160","BLCA","Mast Cells Resting","Signature 2",0.11,0.620237364896318,78,0,"BLCA 
 (n=78)"
"161","BLCA","Monocytes","Signature 2",0.07,0.706859576407336,118,0,"BLCA 
 (n=118)"
"162","BLCA","NK Cells Activated","Signature 2",-0.17,0.251275161729111,100,0,"BLCA 
 (n=100)"
"163","BLCA","NK Cells Resting","Signature 2",-0.1,0.680389081532569,72,0,"BLCA 
 (n=72)"
"164","BLCA","Plasma Cells","Signature 2",-0.11,0.500536128157511,122,0,"BLCA 
 (n=122)"
"165","BLCA","T Cells CD4 Memory Activated","Signature 2",-0.32,0.164747534752248,37,0,"BLCA 
 (n=37)"
"166","BLCA","T Cells CD4 Memory Resting","Signature 2",-0.2,0.251275161729111,70,0,"BLCA 
 (n=70)"
"167","BLCA","T Cells CD4 Naive","Signature 2",-0.05,0.914069156985747,47,0,"BLCA 
 (n=47)"
"168","BLCA","T Cells CD8","Signature 2",-0.02,0.935802791528373,136,0,"BLCA 
 (n=136)"
"169","BLCA","T Cells Follicular Helper","Signature 2",0.01,0.987936544216398,129,0,"BLCA 
 (n=129)"
"170","BLCA","T Cells gamma delta","Signature 2",0,0.134751243220992,5,0,"BLCA 
 (n=5)"
"171","BLCA","T Cells Regulatory Tregs","Signature 2",0.01,0.992132795706766,100,0,"BLCA 
 (n=100)"
"172","BLCA","Lymphocytes","Signature 2",-0.06,0.737028694601098,136,0,"BLCA 
 (n=136)"
"173","BLCA","Neutrophils...60","Signature 2",-0.05,0.886589008477578,66,0,"BLCA 
 (n=66)"
"174","BLCA","Eosinophils...61","Signature 2",0,0.90713553208494,10,0,"BLCA 
 (n=10)"
"175","BLCA","Mast Cells","Signature 2",0.01,0.966768440005777,133,0,"BLCA 
 (n=133)"
"176","BLCA","Dendritic Cells","Signature 2",0.03,0.897947662087851,127,0,"BLCA 
 (n=127)"
"177","BLCA","Macrophages","Signature 2",0,0.992132795706766,136,0,"BLCA 
 (n=136)"
"178","BLCA","ADORA2A","Signature 2",0.16,0.195148131750928,138,0,"BLCA 
 (n=138)"
"179","BLCA","ARG1","Signature 2",-0.25,0.101352495438678,83,0,"BLCA 
 (n=83)"
"180","BLCA","BTLA","Signature 2",0.09,0.566259784642622,130,0,"BLCA 
 (n=130)"
"181","BLCA","BTN3A1","Signature 2",0,0.992132795706766,138,0,"BLCA 
 (n=138)"
"182","BLCA","BTN3A2","Signature 2",0.06,0.728772956740424,138,0,"BLCA 
 (n=138)"
"183","BLCA","C10orf54","Signature 2",0.16,0.187305572447204,138,0,"BLCA 
 (n=138)"
"184","BLCA","CCL5","Signature 2",0.03,0.877741724411194,138,0,"BLCA 
 (n=138)"
"185","BLCA","CD274","Signature 2",0,0.996493252359505,137,0,"BLCA 
 (n=137)"
"186","BLCA","CD276","Signature 2",0.12,0.357770456354946,138,0,"BLCA 
 (n=138)"
"187","BLCA","CD27","Signature 2",0.04,0.872491900554145,138,0,"BLCA 
 (n=138)"
"188","BLCA","CD28","Signature 2",0.1,0.518981444832746,137,0,"BLCA 
 (n=137)"
"189","BLCA","CD40","Signature 2",0.08,0.609463627931863,138,0,"BLCA 
 (n=138)"
"190","BLCA","CD40LG","Signature 2",0.16,0.22327280638149,126,0,"BLCA 
 (n=126)"
"191","BLCA","CD70","Signature 2",0.14,0.294327307376111,126,0,"BLCA 
 (n=126)"
"192","BLCA","CD80","Signature 2",-0.03,0.893773781420637,130,0,"BLCA 
 (n=130)"
"193","BLCA","CTLA4","Signature 2",-0.02,0.92631024078828,137,0,"BLCA 
 (n=137)"
"194","BLCA","CX3CL1","Signature 2",0.08,0.648020752370661,138,0,"BLCA 
 (n=138)"
"195","BLCA","CXCL10","Signature 2",0.01,0.992132795706766,138,0,"BLCA 
 (n=138)"
"196","BLCA","CXCL9","Signature 2",-0.04,0.874024788346482,138,0,"BLCA 
 (n=138)"
"197","BLCA","EDNRB","Signature 2",0.08,0.615019460587264,138,0,"BLCA 
 (n=138)"
"198","BLCA","ENTPD1","Signature 2",0.21,0.0620369704949708,138,0,"BLCA 
 (n=138)"
"199","BLCA","GZMA","Signature 2",0,0.992132795706766,137,0,"BLCA 
 (n=137)"
"200","BLCA","HAVCR2","Signature 2",0.02,0.944933227628959,138,0,"BLCA 
 (n=138)"
"201","BLCA","HLA.A","Signature 2",0.04,0.842073732882531,138,0,"BLCA 
 (n=138)"
"202","BLCA","HLA.B","Signature 2",0,0.996493252359505,138,0,"BLCA 
 (n=138)"
"203","BLCA","HLA.C","Signature 2",0.01,0.992132795706766,138,0,"BLCA 
 (n=138)"
"204","BLCA","HLA.DPA1","Signature 2",0.02,0.945865374346679,138,0,"BLCA 
 (n=138)"
"205","BLCA","HLA.DPB1","Signature 2",0.07,0.683071727763081,138,0,"BLCA 
 (n=138)"
"206","BLCA","HLA.DQA1","Signature 2",-0.02,0.919361261676761,138,0,"BLCA 
 (n=138)"
"207","BLCA","HLA.DQA2","Signature 2",-0.01,0.992132795706766,137,0,"BLCA 
 (n=137)"
"208","BLCA","HLA.DQB1","Signature 2",0,0.997911205944263,138,0,"BLCA 
 (n=138)"
"209","BLCA","HLA.DQB2","Signature 2",0.01,0.987528292012114,137,0,"BLCA 
 (n=137)"
"210","BLCA","HLA.DRA","Signature 2",0.02,0.919361261676761,138,0,"BLCA 
 (n=138)"
"211","BLCA","HLA.DRB1","Signature 2",0.07,0.706859576407336,138,0,"BLCA 
 (n=138)"
"212","BLCA","HLA.DRB5","Signature 2",0.08,0.621125370247087,138,0,"BLCA 
 (n=138)"
"213","BLCA","HMGB1","Signature 2",-0.12,0.346748393022042,138,0,"BLCA 
 (n=138)"
"214","BLCA","ICAM1","Signature 2",0.07,0.669931050070839,138,0,"BLCA 
 (n=138)"
"215","BLCA","ICOS","Signature 2",-0.01,0.992132795706766,135,0,"BLCA 
 (n=135)"
"216","BLCA","ICOSLG","Signature 2",0.15,0.22327280638149,138,0,"BLCA 
 (n=138)"
"217","BLCA","IDO1","Signature 2",0,0.996744036112717,138,0,"BLCA 
 (n=138)"
"218","BLCA","IFNA1","Signature 2",0.17,0.486209724691827,50,0,"BLCA 
 (n=50)"
"219","BLCA","IFNA2","Signature 2",0,0.669931050070839,4,0,"BLCA 
 (n=4)"
"220","BLCA","IFNG","Signature 2",-0.01,0.992132795706766,112,0,"BLCA 
 (n=112)"
"221","BLCA","IL10","Signature 2",0.03,0.897947662087851,133,0,"BLCA 
 (n=133)"
"222","BLCA","IL12A","Signature 2",0.13,0.349012388156362,132,0,"BLCA 
 (n=132)"
"223","BLCA","IL13","Signature 2",0.22,0.182740820651986,74,0,"BLCA 
 (n=74)"
"224","BLCA","IL1A","Signature 2",0.06,0.71465017787082,137,0,"BLCA 
 (n=137)"
"225","BLCA","IL1B","Signature 2",0.09,0.562703636966063,138,0,"BLCA 
 (n=138)"
"226","BLCA","IL2","Signature 2",-0.29,0.223675983635696,37,0,"BLCA 
 (n=37)"
"227","BLCA","IL2RA","Signature 2",0.01,0.977526703086438,138,0,"BLCA 
 (n=138)"
"228","BLCA","IL4","Signature 2",0,0.992132795706766,19,0,"BLCA 
 (n=19)"
"229","BLCA","ITGB2","Signature 2",0.05,0.769280195826728,138,0,"BLCA 
 (n=138)"
"230","BLCA","KIR2DL1","Signature 2",-0.06,0.869438768508711,55,0,"BLCA 
 (n=55)"
"231","BLCA","KIR2DL3","Signature 2",-0.01,0.992132795706766,71,0,"BLCA 
 (n=71)"
"232","BLCA","LAG3","Signature 2",0.05,0.769280195826728,137,0,"BLCA 
 (n=137)"
"233","BLCA","MICA","Signature 2",-0.1,0.51856796981065,138,0,"BLCA 
 (n=138)"
"234","BLCA","MICB","Signature 2",0,0.996493252359505,138,0,"BLCA 
 (n=138)"
"235","BLCA","PDCD1","Signature 2",0,0.992132795706766,135,0,"BLCA 
 (n=135)"
"236","BLCA","PDCD1LG2","Signature 2",0.05,0.819601374853729,137,0,"BLCA 
 (n=137)"
"237","BLCA","PRF1","Signature 2",0.03,0.886589008477578,138,0,"BLCA 
 (n=138)"
"238","BLCA","SELP","Signature 2",0.19,0.11635131097425,137,0,"BLCA 
 (n=137)"
"239","BLCA","SLAMF7","Signature 2",0.1,0.535896889284238,138,0,"BLCA 
 (n=138)"
"240","BLCA","TGFB1","Signature 2",0.05,0.799384861152451,138,0,"BLCA 
 (n=138)"
"241","BLCA","TIGIT","Signature 2",0.03,0.900667104224614,137,0,"BLCA 
 (n=137)"
"242","BLCA","TLR4","Signature 2",0.26,0.0162814085790676,138,1,"BLCA 
 (n=138)"
"243","BLCA","TNF","Signature 2",0.04,0.825726540703987,137,0,"BLCA 
 (n=137)"
"244","BLCA","TNFRSF14","Signature 2",-0.09,0.566259784642622,138,0,"BLCA 
 (n=138)"
"245","BLCA","TNFRSF18","Signature 2",-0.03,0.886589008477578,138,0,"BLCA 
 (n=138)"
"246","BLCA","TNFRSF4","Signature 2",0.06,0.737028694601098,138,0,"BLCA 
 (n=138)"
"247","BLCA","TNFRSF9","Signature 2",0.13,0.338605626250575,126,0,"BLCA 
 (n=126)"
"248","BLCA","TNFSF4","Signature 2",-0.02,0.953545235480785,138,0,"BLCA 
 (n=138)"
"249","BLCA","TNFSF9","Signature 2",0.17,0.155566720651913,138,0,"BLCA 
 (n=138)"
"250","BLCA","VEGFA","Signature 2",0.03,0.915705280423236,138,0,"BLCA 
 (n=138)"
"251","BLCA","VEGFB","Signature 2",0.16,0.192284148538938,138,0,"BLCA 
 (n=138)"
"252","BLCA","VTCN1","Signature 2",0.02,0.953545235480785,136,0,"BLCA 
 (n=136)"
"253","BLCA","Leukocyte Fraction","Signature 3",0.4,6.72972710205043e-06,176,1,"BLCA 
 (n=176)"
"254","BLCA","Stromal Fraction","Signature 3",0.39,7.71411636891906e-06,173,1,"BLCA 
 (n=173)"
"255","BLCA","Intratumor Heterogeneity","Signature 3",0.23,0.0202534059053937,163,1,"BLCA 
 (n=163)"
"256","BLCA","TIL Regional Fraction","Signature 3",0.36,0.000982191044049629,120,1,"BLCA 
 (n=120)"
"257","BLCA","Proliferation","Signature 3",0.12,0.32067619517709,169,0,"BLCA 
 (n=169)"
"258","BLCA","Wound Healing","Signature 3",0.09,0.535376997665403,169,0,"BLCA 
 (n=169)"
"259","BLCA","Macrophage Regulation","Signature 3",0.34,0.00014689166362088,169,1,"BLCA 
 (n=169)"
"260","BLCA","Lymphocyte Infiltration Signature Score","Signature 3",0.33,0.000336161671852958,169,1,"BLCA 
 (n=169)"
"261","BLCA","IFN-gamma Response","Signature 3",0.22,0.0273676942541504,169,1,"BLCA 
 (n=169)"
"262","BLCA","TGF-beta Response","Signature 3",0.12,0.269700604884661,169,0,"BLCA 
 (n=169)"
"263","BLCA","SNV Neoantigens","Signature 3",0.23,0.015650940982927,173,1,"BLCA 
 (n=173)"
"264","BLCA","Indel Neoantigens","Signature 3",-0.03,0.900667104224614,156,0,"BLCA 
 (n=156)"
